date,EUR_USD_rate_diff,USD_JPY_rate_diff,GBP_USD_rate_diff,USD_CHF_rate_diff
2000-10-07,2.76,6.262379999999999,-0.43869999999999987,3.4473299999999996
2000-10-08,2.76,6.262379999999999,-0.43869999999999987,3.4473299999999996
2000-10-09,2.76,6.262379999999999,-0.3686999999999996,3.4473299999999996
2000-10-10,2.76,6.262379999999999,-0.02430000000000021,3.4473299999999996
2000-10-11,2.76,6.262379999999999,-0.8856999999999999,3.4473299999999996
2000-10-12,2.76,6.262379999999999,-1.0126999999999997,3.4473299999999996
2000-10-13,2.76,6.262379999999999,-0.9794999999999998,3.4473299999999996
2000-10-14,2.76,6.262379999999999,-0.9794999999999998,3.4473299999999996
2000-10-15,2.76,6.262379999999999,-0.9794999999999998,3.4473299999999996
2000-10-16,2.76,6.262379999999999,-0.7873000000000001,3.4473299999999996
2000-10-17,2.76,6.262379999999999,-0.9288999999999996,3.4473299999999996
2000-10-18,2.76,6.262379999999999,-0.8454999999999995,3.4473299999999996
2000-10-19,2.76,6.262379999999999,-0.9184999999999999,3.4473299999999996
2000-10-20,2.76,6.262379999999999,-1.0453000000000001,3.4473299999999996
2000-10-21,2.76,6.262379999999999,-1.0453000000000001,3.4473299999999996
2000-10-22,2.76,6.262379999999999,-1.0453000000000001,3.4473299999999996
2000-10-23,2.76,6.262379999999999,-0.6048999999999998,3.4473299999999996
2000-10-24,2.76,6.262379999999999,-0.3700000000000001,3.4473299999999996
2000-10-25,2.76,6.262379999999999,-0.6978,3.4473299999999996
2000-10-26,2.76,6.262379999999999,-0.7686000000000002,3.4473299999999996
2000-10-27,2.76,6.262379999999999,-0.8435999999999995,3.4473299999999996
2000-10-28,2.76,6.262379999999999,-0.8435999999999995,3.4473299999999996
2000-10-29,2.76,6.262379999999999,-0.8435999999999995,3.4473299999999996
2000-10-30,2.76,6.262379999999999,-0.8218999999999994,3.4473299999999996
2000-10-31,2.76,6.262379999999999,-0.5224000000000002,3.4473299999999996
2000-11-01,2.76,6.2625,-0.8000999999999996,3.4131199999999997
2000-11-02,2.76,6.2625,-0.5549,3.4131199999999997
2000-11-03,2.76,6.2625,-0.5335999999999999,3.4131199999999997
2000-11-04,2.76,6.2625,-0.5335999999999999,3.4131199999999997
2000-11-05,2.76,6.2625,-0.5335999999999999,3.4131199999999997
2000-11-06,2.76,6.2625,-0.8822000000000001,3.4131199999999997
2000-11-07,2.76,6.2625,-0.3650000000000002,3.4131199999999997
2000-11-08,2.76,6.2625,-0.7825999999999995,3.4131199999999997
2000-11-09,2.76,6.2625,-0.43569999999999975,3.4131199999999997
2000-11-10,2.76,6.2625,-0.6968999999999994,3.4131199999999997
2000-11-11,2.76,6.2625,-0.6968999999999994,3.4131199999999997
2000-11-12,2.76,6.2625,-0.6968999999999994,3.4131199999999997
2000-11-13,2.76,6.2625,-0.29469999999999974,3.4131199999999997
2000-11-14,2.76,6.2625,-0.03329999999999966,3.4131199999999997
2000-11-15,2.76,6.2625,-0.7317,3.4131199999999997
2000-11-16,2.76,6.2625,-0.5049000000000001,3.4131199999999997
2000-11-17,2.76,6.2625,-0.2828999999999997,3.4131199999999997
2000-11-18,2.76,6.2625,-0.2828999999999997,3.4131199999999997
2000-11-19,2.76,6.2625,-0.2828999999999997,3.4131199999999997
2000-11-20,2.76,6.2625,-0.08779999999999966,3.4131199999999997
2000-11-21,2.76,6.2625,-0.46579999999999977,3.4131199999999997
2000-11-22,2.76,6.2625,-0.8292999999999999,3.4131199999999997
2000-11-23,2.76,6.2625,-0.09419999999999984,3.4131199999999997
2000-11-24,2.76,6.2625,-0.7244000000000002,3.4131199999999997
2000-11-25,2.76,6.2625,-0.7244000000000002,3.4131199999999997
2000-11-26,2.76,6.2625,-0.7244000000000002,3.4131199999999997
2000-11-27,2.76,6.2625,-0.8951000000000002,3.4131199999999997
2000-11-28,2.76,6.2625,-0.6140999999999996,3.4131199999999997
2000-11-29,2.76,6.2625,-0.8217999999999996,3.4131199999999997
2000-11-30,2.76,6.2625,-0.20449999999999946,3.4131199999999997
2000-12-01,2.6500000000000004,6.15857,-0.13640000000000008,2.9000000000000004
2000-12-02,2.6500000000000004,6.15857,-0.13640000000000008,2.9000000000000004
2000-12-03,2.6500000000000004,6.15857,-0.13640000000000008,2.9000000000000004
2000-12-04,2.6500000000000004,6.15857,-0.7176,2.9000000000000004
2000-12-05,2.6500000000000004,6.15857,-0.7292000000000005,2.9000000000000004
2000-12-06,2.6500000000000004,6.15857,-0.8414000000000001,2.9000000000000004
2000-12-07,2.6500000000000004,6.15857,-0.3639000000000001,2.9000000000000004
2000-12-08,2.6500000000000004,6.15857,-0.4157000000000002,2.9000000000000004
2000-12-09,2.6500000000000004,6.15857,-0.4157000000000002,2.9000000000000004
2000-12-10,2.6500000000000004,6.15857,-0.4157000000000002,2.9000000000000004
2000-12-11,2.6500000000000004,6.15857,-0.4839000000000002,2.9000000000000004
2000-12-12,2.6500000000000004,6.15857,-0.5383000000000004,2.9000000000000004
2000-12-13,2.6500000000000004,6.15857,-0.6457000000000006,2.9000000000000004
2000-12-14,2.6500000000000004,6.15857,-0.12790000000000035,2.9000000000000004
2000-12-15,2.6500000000000004,6.15857,-0.5513000000000003,2.9000000000000004
2000-12-16,2.6500000000000004,6.15857,-0.5513000000000003,2.9000000000000004
2000-12-17,2.6500000000000004,6.15857,-0.5513000000000003,2.9000000000000004
2000-12-18,2.6500000000000004,6.15857,-0.6796000000000006,2.9000000000000004
2000-12-19,2.6500000000000004,6.15857,-0.6959,2.9000000000000004
2000-12-20,2.6500000000000004,6.15857,-0.8823000000000008,2.9000000000000004
2000-12-21,2.6500000000000004,6.15857,-1.3692000000000002,2.9000000000000004
2000-12-22,2.6500000000000004,6.15857,-0.6239000000000008,2.9000000000000004
2000-12-23,2.6500000000000004,6.15857,-0.6239000000000008,2.9000000000000004
2000-12-24,2.6500000000000004,6.15857,-0.6239000000000008,2.9000000000000004
2000-12-25,2.6500000000000004,6.15857,-0.6239000000000008,2.9000000000000004
2000-12-26,2.6500000000000004,6.15857,-0.6239000000000008,2.9000000000000004
2000-12-27,2.6500000000000004,6.15857,-0.005300000000000082,2.9000000000000004
2000-12-28,2.6500000000000004,6.15857,-0.7229000000000001,2.9000000000000004
2000-12-29,2.6500000000000004,6.15857,-2.0411,2.9000000000000004
2000-12-30,2.6500000000000004,6.15857,-2.0411,2.9000000000000004
2000-12-31,2.6500000000000004,6.15857,-2.0411,2.9000000000000004
2001-01-01,2.2300000000000004,5.731050000000001,-1.6211000000000002,2.6200000000000006
2001-01-02,2.2300000000000004,5.731050000000001,-0.20670000000000055,2.6200000000000006
2001-01-03,2.2300000000000004,5.731050000000001,0.10689999999999955,2.6200000000000006
2001-01-04,2.2300000000000004,5.731050000000001,-0.4540000000000006,2.6200000000000006
2001-01-05,2.2300000000000004,5.731050000000001,-0.6540000000000008,2.6200000000000006
2001-01-06,2.2300000000000004,5.731050000000001,-0.6540000000000008,2.6200000000000006
2001-01-07,2.2300000000000004,5.731050000000001,-0.6540000000000008,2.6200000000000006
2001-01-08,2.2300000000000004,5.731050000000001,-0.6014000000000008,2.6200000000000006
2001-01-09,2.2300000000000004,5.731050000000001,-0.7452000000000005,2.6200000000000006
2001-01-10,2.2300000000000004,5.731050000000001,-0.23320000000000007,2.6200000000000006
2001-01-11,2.2300000000000004,5.731050000000001,0.41859999999999964,2.6200000000000006
2001-01-12,2.2300000000000004,5.731050000000001,0.061299999999999244,2.6200000000000006
2001-01-13,2.2300000000000004,5.731050000000001,0.061299999999999244,2.6200000000000006
2001-01-14,2.2300000000000004,5.731050000000001,0.061299999999999244,2.6200000000000006
2001-01-15,2.2300000000000004,5.731050000000001,0.21909999999999918,2.6200000000000006
