date,USD_fed_funds_rate,EUR_ecb_rate,JPY_call_rate,GBP_overnight_rate,CHF_policy_rate,US_10Y_yield,DE_10Y_yield,JP_10Y_yield,GB_10Y_yield,AU_10Y_yield,US_CPI,US_unemployment,US_GDP_growth
2000-01-16,5.45,2.0,0.02053,5.0126,1.1842700000000002,6.66,5.53952380952381,1.691,5.8227,7.1778947368421,169.3,4.0,1.5
2000-01-17,5.45,2.0,0.02053,5.4604,1.1842700000000002,6.66,5.53952380952381,1.691,5.8227,7.1778947368421,169.3,4.0,1.5
2000-01-18,5.45,2.0,0.02053,5.5056,1.1842700000000002,6.66,5.53952380952381,1.691,5.8227,7.1778947368421,169.3,4.0,1.5
2000-01-19,5.45,2.0,0.02053,6.1642,1.1842700000000002,6.66,5.53952380952381,1.691,5.8227,7.1778947368421,169.3,4.0,1.5
2000-01-20,5.45,2.0,0.02053,6.0458,1.1842700000000002,6.66,5.53952380952381,1.691,5.8227,7.1778947368421,169.3,4.0,1.5
2000-01-21,5.45,2.0,0.02053,5.8912,1.1842700000000002,6.66,5.53952380952381,1.691,5.8227,7.1778947368421,169.3,4.0,1.5
2000-01-22,5.45,2.0,0.02053,5.8912,1.1842700000000002,6.66,5.53952380952381,1.691,5.8227,7.1778947368421,169.3,4.0,1.5
2000-01-23,5.45,2.0,0.02053,5.8912,1.1842700000000002,6.66,5.53952380952381,1.691,5.8227,7.1778947368421,169.3,4.0,1.5
2000-01-24,5.45,2.0,0.02053,5.8686,1.1842700000000002,6.66,5.53952380952381,1.691,5.8227,7.1778947368421,169.3,4.0,1.5
2000-01-25,5.45,2.0,0.02053,6.0595,1.1842700000000002,6.66,5.53952380952381,1.691,5.8227,7.1778947368421,169.3,4.0,1.5
2000-01-26,5.45,2.0,0.02053,6.0749,1.1842700000000002,6.66,5.53952380952381,1.691,5.8227,7.1778947368421,169.3,4.0,1.5
2000-01-27,5.45,2.0,0.02053,6.5169,1.1842700000000002,6.66,5.53952380952381,1.691,5.8227,7.1778947368421,169.3,4.0,1.5
2000-01-28,5.45,2.0,0.02053,6.0424,1.1842700000000002,6.66,5.53952380952381,1.691,5.8227,7.1778947368421,169.3,4.0,1.5
2000-01-29,5.45,2.0,0.02053,6.0424,1.1842700000000002,6.66,5.53952380952381,1.691,5.8227,7.1778947368421,169.3,4.0,1.5
2000-01-30,5.45,2.0,0.02053,6.0424,1.1842700000000002,6.66,5.53952380952381,1.691,5.8227,7.1778947368421,169.3,4.0,1.5
2000-01-31,5.45,2.0,0.02053,6.606,1.1842700000000002,6.66,5.53952380952381,1.691,5.8227,7.1778947368421,169.3,4.0,1.5
2000-02-01,5.73,2.0,0.0345,6.1338,1.9418099999999998,6.52,5.50857142857143,1.796,5.6347,6.95761904761905,170.0,4.1,1.5
2000-02-02,5.73,2.0,0.0345,5.8505,1.9418099999999998,6.52,5.50857142857143,1.796,5.6347,6.95761904761905,170.0,4.1,1.5
2000-02-03,5.73,2.0,0.0345,5.8447,1.9418099999999998,6.52,5.50857142857143,1.796,5.6347,6.95761904761905,170.0,4.1,1.5
2000-02-04,5.73,2.25,0.0345,5.6334,1.9418099999999998,6.52,5.50857142857143,1.796,5.6347,6.95761904761905,170.0,4.1,1.5
2000-02-05,5.73,2.25,0.0345,5.6334,1.9418099999999998,6.52,5.50857142857143,1.796,5.6347,6.95761904761905,170.0,4.1,1.5
2000-02-06,5.73,2.25,0.0345,5.6334,1.9418099999999998,6.52,5.50857142857143,1.796,5.6347,6.95761904761905,170.0,4.1,1.5
2000-02-07,5.73,2.25,0.0345,5.2398,1.9418099999999998,6.52,5.50857142857143,1.796,5.6347,6.95761904761905,170.0,4.1,1.5
2000-02-08,5.73,2.25,0.0345,5.0384,1.9418099999999998,6.52,5.50857142857143,1.796,5.6347,6.95761904761905,170.0,4.1,1.5
2000-02-09,5.73,2.25,0.0345,4.6908,1.9418099999999998,6.52,5.50857142857143,1.796,5.6347,6.95761904761905,170.0,4.1,1.5
2000-02-10,5.73,2.25,0.0345,6.2416,1.9418099999999998,6.52,5.50857142857143,1.796,5.6347,6.95761904761905,170.0,4.1,1.5
2000-02-11,5.73,2.25,0.0345,5.8519,1.9418099999999998,6.52,5.50857142857143,1.796,5.6347,6.95761904761905,170.0,4.1,1.5
2000-02-12,5.73,2.25,0.0345,5.8519,1.9418099999999998,6.52,5.50857142857143,1.796,5.6347,6.95761904761905,170.0,4.1,1.5
2000-02-13,5.73,2.25,0.0345,5.8519,1.9418099999999998,6.52,5.50857142857143,1.796,5.6347,6.95761904761905,170.0,4.1,1.5
2000-02-14,5.73,2.25,0.0345,5.9246,1.9418099999999998,6.52,5.50857142857143,1.796,5.6347,6.95761904761905,170.0,4.1,1.5
2000-02-15,5.73,2.25,0.0345,6.0684,1.9418099999999998,6.52,5.50857142857143,1.796,5.6347,6.95761904761905,170.0,4.1,1.5
2000-02-16,5.73,2.25,0.0345,6.227,1.9418099999999998,6.52,5.50857142857143,1.796,5.6347,6.95761904761905,170.0,4.1,1.5
2000-02-17,5.73,2.25,0.0345,5.73,1.9418099999999998,6.52,5.50857142857143,1.796,5.6347,6.95761904761905,170.0,4.1,1.5
2000-02-18,5.73,2.25,0.0345,6.1442,1.9418099999999998,6.52,5.50857142857143,1.796,5.6347,6.95761904761905,170.0,4.1,1.5
2000-02-19,5.73,2.25,0.0345,6.1442,1.9418099999999998,6.52,5.50857142857143,1.796,5.6347,6.95761904761905,170.0,4.1,1.5
2000-02-20,5.73,2.25,0.0345,6.1442,1.9418099999999998,6.52,5.50857142857143,1.796,5.6347,6.95761904761905,170.0,4.1,1.5
2000-02-21,5.73,2.25,0.0345,5.8418,1.9418099999999998,6.52,5.50857142857143,1.796,5.6347,6.95761904761905,170.0,4.1,1.5
2000-02-22,5.73,2.25,0.0345,6.1601,1.9418099999999998,6.52,5.50857142857143,1.796,5.6347,6.95761904761905,170.0,4.1,1.5
2000-02-23,5.73,2.25,0.0345,5.8504,1.9418099999999998,6.52,5.50857142857143,1.796,5.6347,6.95761904761905,170.0,4.1,1.5
2000-02-24,5.73,2.25,0.0345,6.3514,1.9418099999999998,6.52,5.50857142857143,1.796,5.6347,6.95761904761905,170.0,4.1,1.5
2000-02-25,5.73,2.25,0.0345,5.9295,1.9418099999999998,6.52,5.50857142857143,1.796,5.6347,6.95761904761905,170.0,4.1,1.5
2000-02-26,5.73,2.25,0.0345,5.9295,1.9418099999999998,6.52,5.50857142857143,1.796,5.6347,6.95761904761905,170.0,4.1,1.5
2000-02-27,5.73,2.25,0.0345,5.9295,1.9418099999999998,6.52,5.50857142857143,1.796,5.6347,6.95761904761905,170.0,4.1,1.5
2000-02-28,5.73,2.25,0.0345,5.8994,1.9418099999999998,6.52,5.50857142857143,1.796,5.6347,6.95761904761905,170.0,4.1,1.5
2000-02-29,5.73,2.25,0.0345,6.0053,1.9418099999999998,6.52,5.50857142857143,1.796,5.6347,6.95761904761905,170.0,4.1,1.5
2000-03-01,5.85,2.25,0.02136,6.241,1.61242,6.26,5.33304347826087,1.819,5.3707,6.5704347826087,171.0,4.0,1.5
2000-03-02,5.85,2.25,0.02136,6.3003,1.61242,6.26,5.33304347826087,1.819,5.3707,6.5704347826087,171.0,4.0,1.5
2000-03-03,5.85,2.25,0.02136,5.8338,1.61242,6.26,5.33304347826087,1.819,5.3707,6.5704347826087,171.0,4.0,1.5
2000-03-04,5.85,2.25,0.02136,5.8338,1.61242,6.26,5.33304347826087,1.819,5.3707,6.5704347826087,171.0,4.0,1.5
2000-03-05,5.85,2.25,0.02136,5.8338,1.61242,6.26,5.33304347826087,1.819,5.3707,6.5704347826087,171.0,4.0,1.5
2000-03-06,5.85,2.25,0.02136,5.9165,1.61242,6.26,5.33304347826087,1.819,5.3707,6.5704347826087,171.0,4.0,1.5
2000-03-07,5.85,2.25,0.02136,6.2693,1.61242,6.26,5.33304347826087,1.819,5.3707,6.5704347826087,171.0,4.0,1.5
2000-03-08,5.85,2.25,0.02136,5.9069,1.61242,6.26,5.33304347826087,1.819,5.3707,6.5704347826087,171.0,4.0,1.5
2000-03-09,5.85,2.25,0.02136,5.7663,1.61242,6.26,5.33304347826087,1.819,5.3707,6.5704347826087,171.0,4.0,1.5
2000-03-10,5.85,2.25,0.02136,5.4667,1.61242,6.26,5.33304347826087,1.819,5.3707,6.5704347826087,171.0,4.0,1.5
2000-03-11,5.85,2.25,0.02136,5.4667,1.61242,6.26,5.33304347826087,1.819,5.3707,6.5704347826087,171.0,4.0,1.5
2000-03-12,5.85,2.25,0.02136,5.4667,1.61242,6.26,5.33304347826087,1.819,5.3707,6.5704347826087,171.0,4.0,1.5
2000-03-13,5.85,2.25,0.02136,5.4238,1.61242,6.26,5.33304347826087,1.819,5.3707,6.5704347826087,171.0,4.0,1.5
2000-03-14,5.85,2.25,0.02136,5.2997,1.61242,6.26,5.33304347826087,1.819,5.3707,6.5704347826087,171.0,4.0,1.5
2000-03-15,5.85,2.25,0.02136,5.2697,1.61242,6.26,5.33304347826087,1.819,5.3707,6.5704347826087,171.0,4.0,1.5
2000-03-16,5.85,2.25,0.02136,5.1976,1.61242,6.26,5.33304347826087,1.819,5.3707,6.5704347826087,171.0,4.0,1.5
2000-03-17,5.85,2.5,0.02136,6.2567,1.61242,6.26,5.33304347826087,1.819,5.3707,6.5704347826087,171.0,4.0,1.5
2000-03-18,5.85,2.5,0.02136,6.2567,1.61242,6.26,5.33304347826087,1.819,5.3707,6.5704347826087,171.0,4.0,1.5
2000-03-19,5.85,2.5,0.02136,6.2567,1.61242,6.26,5.33304347826087,1.819,5.3707,6.5704347826087,171.0,4.0,1.5
2000-03-20,5.85,2.5,0.02136,5.7718,1.61242,6.26,5.33304347826087,1.819,5.3707,6.5704347826087,171.0,4.0,1.5
2000-03-21,5.85,2.5,0.02136,6.1537,1.61242,6.26,5.33304347826087,1.819,5.3707,6.5704347826087,171.0,4.0,1.5
2000-03-22,5.85,2.5,0.02136,6.5235,1.61242,6.26,5.33304347826087,1.819,5.3707,6.5704347826087,171.0,4.0,1.5
2000-03-23,5.85,2.5,0.02136,5.6885,1.61242,6.26,5.33304347826087,1.819,5.3707,6.5704347826087,171.0,4.0,1.5
2000-03-24,5.85,2.5,0.02136,5.4785,1.61242,6.26,5.33304347826087,1.819,5.3707,6.5704347826087,171.0,4.0,1.5
2000-03-25,5.85,2.5,0.02136,5.4785,1.61242,6.26,5.33304347826087,1.819,5.3707,6.5704347826087,171.0,4.0,1.5
2000-03-26,5.85,2.5,0.02136,5.4785,1.61242,6.26,5.33304347826087,1.819,5.3707,6.5704347826087,171.0,4.0,1.5
2000-03-27,5.85,2.5,0.02136,5.4679,1.61242,6.26,5.33304347826087,1.819,5.3707,6.5704347826087,171.0,4.0,1.5
2000-03-28,5.85,2.5,0.02136,5.3095,1.61242,6.26,5.33304347826087,1.819,5.3707,6.5704347826087,171.0,4.0,1.5
2000-03-29,5.85,2.5,0.02136,5.5004,1.61242,6.26,5.33304347826087,1.819,5.3707,6.5704347826087,171.0,4.0,1.5
2000-03-30,5.85,2.5,0.02136,5.7661,1.61242,6.26,5.33304347826087,1.819,5.3707,6.5704347826087,171.0,4.0,1.5
2000-03-31,5.85,2.5,0.02136,5.7179,1.61242,6.26,5.33304347826087,1.819,5.3707,6.5704347826087,171.0,4.0,1.5
2000-04-01,6.02,2.5,0.02,5.7179,2.62793,5.99,5.22555555555556,1.74,5.3213,6.26470588235294,170.9,3.8,7.5
2000-04-02,6.02,2.5,0.02,5.7179,2.62793,5.99,5.22555555555556,1.74,5.3213,6.26470588235294,170.9,3.8,7.5
2000-04-03,6.02,2.5,0.02,5.6914,2.62793,5.99,5.22555555555556,1.74,5.3213,6.26470588235294,170.9,3.8,7.5
2000-04-04,6.02,2.5,0.02,5.5847,2.62793,5.99,5.22555555555556,1.74,5.3213,6.26470588235294,170.9,3.8,7.5
2000-04-05,6.02,2.5,0.02,5.3954,2.62793,5.99,5.22555555555556,1.74,5.3213,6.26470588235294,170.9,3.8,7.5
2000-04-06,6.02,2.5,0.02,5.8267,2.62793,5.99,5.22555555555556,1.74,5.3213,6.26470588235294,170.9,3.8,7.5
2000-04-07,6.02,2.5,0.02,5.8689,2.62793,5.99,5.22555555555556,1.74,5.3213,6.26470588235294,170.9,3.8,7.5
2000-04-08,6.02,2.5,0.02,5.8689,2.62793,5.99,5.22555555555556,1.74,5.3213,6.26470588235294,170.9,3.8,7.5
2000-04-09,6.02,2.5,0.02,5.8689,2.62793,5.99,5.22555555555556,1.74,5.3213,6.26470588235294,170.9,3.8,7.5
2000-04-10,6.02,2.5,0.02,6.1592,2.62793,5.99,5.22555555555556,1.74,5.3213,6.26470588235294,170.9,3.8,7.5
2000-04-11,6.02,2.5,0.02,6.1984,2.62793,5.99,5.22555555555556,1.74,5.3213,6.26470588235294,170.9,3.8,7.5
2000-04-12,6.02,2.5,0.02,5.935,2.62793,5.99,5.22555555555556,1.74,5.3213,6.26470588235294,170.9,3.8,7.5
2000-04-13,6.02,2.5,0.02,5.8132,2.62793,5.99,5.22555555555556,1.74,5.3213,6.26470588235294,170.9,3.8,7.5
2000-04-14,6.02,2.5,0.02,5.6068,2.62793,5.99,5.22555555555556,1.74,5.3213,6.26470588235294,170.9,3.8,7.5
2000-04-15,6.02,2.5,0.02,5.6068,2.62793,5.99,5.22555555555556,1.74,5.3213,6.26470588235294,170.9,3.8,7.5
2000-04-16,6.02,2.5,0.02,5.6068,2.62793,5.99,5.22555555555556,1.74,5.3213,6.26470588235294,170.9,3.8,7.5
2000-04-17,6.02,2.5,0.02,5.8734,2.62793,5.99,5.22555555555556,1.74,5.3213,6.26470588235294,170.9,3.8,7.5
2000-04-18,6.02,2.5,0.02,5.9436,2.62793,5.99,5.22555555555556,1.74,5.3213,6.26470588235294,170.9,3.8,7.5
2000-04-19,6.02,2.5,0.02,6.4177,2.62793,5.99,5.22555555555556,1.74,5.3213,6.26470588235294,170.9,3.8,7.5
2000-04-20,6.02,2.5,0.02,6.2604,2.62793,5.99,5.22555555555556,1.74,5.3213,6.26470588235294,170.9,3.8,7.5
2000-04-21,6.02,2.5,0.02,6.2604,2.62793,5.99,5.22555555555556,1.74,5.3213,6.26470588235294,170.9,3.8,7.5
2000-04-22,6.02,2.5,0.02,6.2604,2.62793,5.99,5.22555555555556,1.74,5.3213,6.26470588235294,170.9,3.8,7.5
2000-04-23,6.02,2.5,0.02,6.2604,2.62793,5.99,5.22555555555556,1.74,5.3213,6.26470588235294,170.9,3.8,7.5
2000-04-24,6.02,2.5,0.02,6.2604,2.62793,5.99,5.22555555555556,1.74,5.3213,6.26470588235294,170.9,3.8,7.5
2000-04-25,6.02,2.5,0.02,5.9393,2.62793,5.99,5.22555555555556,1.74,5.3213,6.26470588235294,170.9,3.8,7.5
2000-04-26,6.02,2.5,0.02,6.0767,2.62793,5.99,5.22555555555556,1.74,5.3213,6.26470588235294,170.9,3.8,7.5
2000-04-27,6.02,2.5,0.02,6.3859,2.62793,5.99,5.22555555555556,1.74,5.3213,6.26470588235294,170.9,3.8,7.5
2000-04-28,6.02,2.75,0.02,5.8485,2.62793,5.99,5.22555555555556,1.74,5.3213,6.26470588235294,170.9,3.8,7.5
2000-04-29,6.02,2.75,0.02,5.8485,2.62793,5.99,5.22555555555556,1.74,5.3213,6.26470588235294,170.9,3.8,7.5
2000-04-30,6.02,2.75,0.02,5.8485,2.62793,5.99,5.22555555555556,1.74,5.3213,6.26470588235294,170.9,3.8,7.5
2000-05-01,6.27,2.75,0.021,5.8485,2.19061,6.44,5.37818181818182,1.705,5.4033,6.46565217391304,171.2,4.0,7.5
2000-05-02,6.27,2.75,0.021,5.717,2.19061,6.44,5.37818181818182,1.705,5.4033,6.46565217391304,171.2,4.0,7.5
2000-05-03,6.27,2.75,0.021,5.5954,2.19061,6.44,5.37818181818182,1.705,5.4033,6.46565217391304,171.2,4.0,7.5
2000-05-04,6.27,2.75,0.021,6.1485,2.19061,6.44,5.37818181818182,1.705,5.4033,6.46565217391304,171.2,4.0,7.5
2000-05-05,6.27,2.75,0.021,5.8867,2.19061,6.44,5.37818181818182,1.705,5.4033,6.46565217391304,171.2,4.0,7.5
2000-05-06,6.27,2.75,0.021,5.8867,2.19061,6.44,5.37818181818182,1.705,5.4033,6.46565217391304,171.2,4.0,7.5
2000-05-07,6.27,2.75,0.021,5.8867,2.19061,6.44,5.37818181818182,1.705,5.4033,6.46565217391304,171.2,4.0,7.5
2000-05-08,6.27,2.75,0.021,5.7085,2.19061,6.44,5.37818181818182,1.705,5.4033,6.46565217391304,171.2,4.0,7.5
2000-05-09,6.27,2.75,0.021,5.7223,2.19061,6.44,5.37818181818182,1.705,5.4033,6.46565217391304,171.2,4.0,7.5
2000-05-10,6.27,2.75,0.021,5.7731,2.19061,6.44,5.37818181818182,1.705,5.4033,6.46565217391304,171.2,4.0,7.5
2000-05-11,6.27,2.75,0.021,6.0756,2.19061,6.44,5.37818181818182,1.705,5.4033,6.46565217391304,171.2,4.0,7.5
2000-05-12,6.27,2.75,0.021,6.3722,2.19061,6.44,5.37818181818182,1.705,5.4033,6.46565217391304,171.2,4.0,7.5
2000-05-13,6.27,2.75,0.021,6.3722,2.19061,6.44,5.37818181818182,1.705,5.4033,6.46565217391304,171.2,4.0,7.5
2000-05-14,6.27,2.75,0.021,6.3722,2.19061,6.44,5.37818181818182,1.705,5.4033,6.46565217391304,171.2,4.0,7.5
2000-05-15,6.27,2.75,0.021,5.9116,2.19061,6.44,5.37818181818182,1.705,5.4033,6.46565217391304,171.2,4.0,7.5
2000-05-16,6.27,2.75,0.021,6.3565,2.19061,6.44,5.37818181818182,1.705,5.4033,6.46565217391304,171.2,4.0,7.5
2000-05-17,6.27,2.75,0.021,5.8053,2.19061,6.44,5.37818181818182,1.705,5.4033,6.46565217391304,171.2,4.0,7.5
2000-05-18,6.27,2.75,0.021,5.6339,2.19061,6.44,5.37818181818182,1.705,5.4033,6.46565217391304,171.2,4.0,7.5
2000-05-19,6.27,2.75,0.021,5.6976,2.19061,6.44,5.37818181818182,1.705,5.4033,6.46565217391304,171.2,4.0,7.5
2000-05-20,6.27,2.75,0.021,5.6976,2.19061,6.44,5.37818181818182,1.705,5.4033,6.46565217391304,171.2,4.0,7.5
2000-05-21,6.27,2.75,0.021,5.6976,2.19061,6.44,5.37818181818182,1.705,5.4033,6.46565217391304,171.2,4.0,7.5
2000-05-22,6.27,2.75,0.021,6.1507,2.19061,6.44,5.37818181818182,1.705,5.4033,6.46565217391304,171.2,4.0,7.5
2000-05-23,6.27,2.75,0.021,6.3281,2.19061,6.44,5.37818181818182,1.705,5.4033,6.46565217391304,171.2,4.0,7.5
2000-05-24,6.27,2.75,0.021,5.8,2.19061,6.44,5.37818181818182,1.705,5.4033,6.46565217391304,171.2,4.0,7.5
2000-05-25,6.27,2.75,0.021,6.0279,2.19061,6.44,5.37818181818182,1.705,5.4033,6.46565217391304,171.2,4.0,7.5
2000-05-26,6.27,2.75,0.021,5.6527,2.19061,6.44,5.37818181818182,1.705,5.4033,6.46565217391304,171.2,4.0,7.5
2000-05-27,6.27,2.75,0.021,5.6527,2.19061,6.44,5.37818181818182,1.705,5.4033,6.46565217391304,171.2,4.0,7.5
2000-05-28,6.27,2.75,0.021,5.6527,2.19061,6.44,5.37818181818182,1.705,5.4033,6.46565217391304,171.2,4.0,7.5
2000-05-29,6.27,2.75,0.021,5.6527,2.19061,6.44,5.37818181818182,1.705,5.4033,6.46565217391304,171.2,4.0,7.5
2000-05-30,6.27,2.75,0.021,5.8159,2.19061,6.44,5.37818181818182,1.705,5.4033,6.46565217391304,171.2,4.0,7.5
2000-05-31,6.27,2.75,0.021,5.9768,2.19061,6.44,5.37818181818182,1.705,5.4033,6.46565217391304,171.2,4.0,7.5
2000-06-01,6.53,2.75,0.02091,5.7501,2.96862,6.1,5.19136363636364,1.664,5.2097,6.17238095238095,172.2,4.0,7.5
2000-06-02,6.53,2.75,0.02091,5.6895,2.96862,6.1,5.19136363636364,1.664,5.2097,6.17238095238095,172.2,4.0,7.5
2000-06-03,6.53,2.75,0.02091,5.6895,2.96862,6.1,5.19136363636364,1.664,5.2097,6.17238095238095,172.2,4.0,7.5
2000-06-04,6.53,2.75,0.02091,5.6895,2.96862,6.1,5.19136363636364,1.664,5.2097,6.17238095238095,172.2,4.0,7.5
2000-06-05,6.53,2.75,0.02091,5.6545,2.96862,6.1,5.19136363636364,1.664,5.2097,6.17238095238095,172.2,4.0,7.5
2000-06-06,6.53,2.75,0.02091,5.5374,2.96862,6.1,5.19136363636364,1.664,5.2097,6.17238095238095,172.2,4.0,7.5
2000-06-07,6.53,2.75,0.02091,6.2445,2.96862,6.1,5.19136363636364,1.664,5.2097,6.17238095238095,172.2,4.0,7.5
2000-06-08,6.53,2.75,0.02091,6.5592,2.96862,6.1,5.19136363636364,1.664,5.2097,6.17238095238095,172.2,4.0,7.5
2000-06-09,6.53,3.25,0.02091,5.5629,2.96862,6.1,5.19136363636364,1.664,5.2097,6.17238095238095,172.2,4.0,7.5
2000-06-10,6.53,3.25,0.02091,5.5629,2.96862,6.1,5.19136363636364,1.664,5.2097,6.17238095238095,172.2,4.0,7.5
2000-06-11,6.53,3.25,0.02091,5.5629,2.96862,6.1,5.19136363636364,1.664,5.2097,6.17238095238095,172.2,4.0,7.5
2000-06-12,6.53,3.25,0.02091,5.7222,2.96862,6.1,5.19136363636364,1.664,5.2097,6.17238095238095,172.2,4.0,7.5
2000-06-13,6.53,3.25,0.02091,5.7503,2.96862,6.1,5.19136363636364,1.664,5.2097,6.17238095238095,172.2,4.0,7.5
2000-06-14,6.53,3.25,0.02091,5.6151,2.96862,6.1,5.19136363636364,1.664,5.2097,6.17238095238095,172.2,4.0,7.5
2000-06-15,6.53,3.25,0.02091,6.2218,2.96862,6.1,5.19136363636364,1.664,5.2097,6.17238095238095,172.2,4.0,7.5
2000-06-16,6.53,3.25,0.02091,5.5817,2.96862,6.1,5.19136363636364,1.664,5.2097,6.17238095238095,172.2,4.0,7.5
2000-06-17,6.53,3.25,0.02091,5.5817,2.96862,6.1,5.19136363636364,1.664,5.2097,6.17238095238095,172.2,4.0,7.5
2000-06-18,6.53,3.25,0.02091,5.5817,2.96862,6.1,5.19136363636364,1.664,5.2097,6.17238095238095,172.2,4.0,7.5
2000-06-19,6.53,3.25,0.02091,5.6417,2.96862,6.1,5.19136363636364,1.664,5.2097,6.17238095238095,172.2,4.0,7.5
2000-06-20,6.53,3.25,0.02091,6.212,2.96862,6.1,5.19136363636364,1.664,5.2097,6.17238095238095,172.2,4.0,7.5
2000-06-21,6.53,3.25,0.02091,5.7432,2.96862,6.1,5.19136363636364,1.664,5.2097,6.17238095238095,172.2,4.0,7.5
2000-06-22,6.53,3.25,0.02091,6.5069,2.96862,6.1,5.19136363636364,1.664,5.2097,6.17238095238095,172.2,4.0,7.5
2000-06-23,6.53,3.25,0.02091,6.7775,2.96862,6.1,5.19136363636364,1.664,5.2097,6.17238095238095,172.2,4.0,7.5
2000-06-24,6.53,3.25,0.02091,6.7775,2.96862,6.1,5.19136363636364,1.664,5.2097,6.17238095238095,172.2,4.0,7.5
2000-06-25,6.53,3.25,0.02091,6.7775,2.96862,6.1,5.19136363636364,1.664,5.2097,6.17238095238095,172.2,4.0,7.5
2000-06-26,6.53,3.25,0.02091,5.7092,2.96862,6.1,5.19136363636364,1.664,5.2097,6.17238095238095,172.2,4.0,7.5
2000-06-27,6.53,3.25,0.02091,5.7257,2.96862,6.1,5.19136363636364,1.664,5.2097,6.17238095238095,172.2,4.0,7.5
2000-06-28,6.53,3.25,0.02091,6.3515,2.96862,6.1,5.19136363636364,1.664,5.2097,6.17238095238095,172.2,4.0,7.5
2000-06-29,6.53,3.25,0.02091,6.0537,2.96862,6.1,5.19136363636364,1.664,5.2097,6.17238095238095,172.2,4.0,7.5
2000-06-30,6.53,3.25,0.02091,5.2592,2.96862,6.1,5.19136363636364,1.664,5.2097,6.17238095238095,172.2,4.0,7.5
2000-07-01,6.54,3.25,0.021,5.2592,3.01533,6.05,5.26619047619048,1.689,5.2388,6.16190476190476,172.7,4.0,0.4
2000-07-02,6.54,3.25,0.021,5.2592,3.01533,6.05,5.26619047619048,1.689,5.2388,6.16190476190476,172.7,4.0,0.4
2000-07-03,6.54,3.25,0.021,5.3602,3.01533,6.05,5.26619047619048,1.689,5.2388,6.16190476190476,172.7,4.0,0.4
2000-07-04,6.54,3.25,0.021,5.7605,3.01533,6.05,5.26619047619048,1.689,5.2388,6.16190476190476,172.7,4.0,0.4
2000-07-05,6.54,3.25,0.021,5.581,3.01533,6.05,5.26619047619048,1.689,5.2388,6.16190476190476,172.7,4.0,0.4
2000-07-06,6.54,3.25,0.021,6.0046,3.01533,6.05,5.26619047619048,1.689,5.2388,6.16190476190476,172.7,4.0,0.4
2000-07-07,6.54,3.25,0.021,5.5963,3.01533,6.05,5.26619047619048,1.689,5.2388,6.16190476190476,172.7,4.0,0.4
2000-07-08,6.54,3.25,0.021,5.5963,3.01533,6.05,5.26619047619048,1.689,5.2388,6.16190476190476,172.7,4.0,0.4
2000-07-09,6.54,3.25,0.021,5.5963,3.01533,6.05,5.26619047619048,1.689,5.2388,6.16190476190476,172.7,4.0,0.4
