"id","commodity_id","opportunity_score","confidence_score","risk_reward_ratio","entry_zone","exit_zone"
95,95,"3.50985511646263","2.26558501589461","3.60519485238649","Support","Resistance"
96,96,"3.79790474903191","9.90162407988834","2.22910101421458","Support","Resistance"
97,97,"9.6961726345622","6.46551520081206","4.03567371683187","Support","Resistance"
98,98,"5.75678762251971","2.69084817875757","0.528267570509808","Support","Resistance"
99,99,"5.38637919084101","7.7492950338739","0.487820346412016","Support","Resistance"
100,100,"7.69084877037465","6.15661091668079","4.3832372984574","Support","Resistance"
101,101,"7.66888021886367","4.13123656184047","3.25928464804098","Support","Resistance"
102,102,"4.99750749871925","1.87086516693024","4.59480284550811","Support","Resistance"
103,103,"1.34671602420196","4.21904670554717","1.00725911841169","Support","Resistance"
104,104,"6.43380081696277","8.69512983693246","0.802206545529477","Support","Resistance"
105,105,"9.63211209856196","7.1134575941021","4.1180679253694","Support","Resistance"
106,106,"4.95357509167317","7.52154664896224","2.16316442744161","Support","Resistance"
107,107,"2.9412016058455","5.33992664886977","0.0650042427616604","Support","Resistance"
108,108,"5.7018504939254","6.73094508182285","1.98463223930831","Support","Resistance"
109,109,"5.84724962840522","9.26244821054165","1.61570796293236","Support","Resistance"
110,110,"1.57540355340895","8.4892690188992","4.82677532534552","Support","Resistance"
111,111,"5.01663459450261","6.7350869263617","3.95538967743182","Support","Resistance"
112,112,"9.76646887492381","7.3221543589889","0.791120344851033","Support","Resistance"
113,113,"9.30754728242185","2.26377496654156","0.338849433709794","Support","Resistance"
114,114,"3.88760804380505","6.21841138487466","4.41766217842315","Support","Resistance"
115,115,"7.71290153498535","9.35414449645308","1.56538382684177","Support","Resistance"
116,116,"3.39590024204028","1.96603069556483","4.20907793683381","Support","Resistance"
117,117,"8.84724478133021","1.86641337532847","1.37293258877733","Support","Resistance"
118,118,"4.47629896010076","5.47759647799974","1.80080089590903","Support","Resistance"
119,119,"5.2272280681966","0.496643320253387","1.06710128069994","Support","Resistance"
120,120,"6.1786225087553","5.48333668068845","0.238073124005054","Support","Resistance"
121,121,"6.19894542668902","3.61412301146556","0.623730152111115","Support","Resistance"
122,122,"9.0615290464508","9.91162382449288","0.940755586963127","Support","Resistance"
123,123,"4.80685980191433","8.65021006250075","0.62603804634321","Support","Resistance"
124,124,"5.33769348638863","0.914357244174218","1.51840656580711","Support","Resistance"
125,125,"8.47745740190812","8.40289037026781","4.0309914111119","Support","Resistance"
126,126,"4.94553837651962","4.45891563467068","1.57056254395128","Support","Resistance"
127,127,"6.73137120234705","0.50380709814619","0.307938799106053","Support","Resistance"
128,128,"0.579092499200873","1.00371442119787","3.86305160503092","Support","Resistance"
129,129,"4.64984415207006","4.6205354637337","3.57071872680265","Support","Resistance"
130,130,"8.70864510122463","0.437641469391639","3.4391028110665","Support","Resistance"
131,131,"0.502206019206697","1.1107823728017","1.60396910456919","Support","Resistance"
132,132,"1.16039406183366","1.83143882639141","2.73922030698421","Support","Resistance"
133,133,"9.0389243477589","6.72705374595965","2.1392613789494","Support","Resistance"
134,134,"0.765299937312967","8.6470042613269","1.51510108444048","Support","Resistance"
135,135,"5.85936515589934","0.723984062376288","2.9440719393026","Support","Resistance"
136,136,"2.28379968661324","3.01469779115646","4.84025689187522","Support","Resistance"
137,137,"7.63205407662608","9.7803180706928","2.32761593860903","Support","Resistance"
138,138,"6.36370246817164","7.49248820241066","1.94768917203767","Support","Resistance"
139,139,"7.71961858219827","0.874777595482188","4.22210269938109","Support","Resistance"
140,140,"5.45763940202463","3.4228726611528","2.453413422506","Support","Resistance"
141,141,"4.9238928300621","2.91397041648642","3.40278025465279","Support","Resistance"
142,142,"2.6449225815885","0.526386877539375","3.36825162123994","Support","Resistance"
143,143,"1.99057265375727","2.69658063605429","3.48233879057981","Support","Resistance"
144,144,"4.08670791441218","8.30673556582873","1.39919432372488","Support","Resistance"
145,145,"5.44841807883971","0.856457714094196","1.34811699894188","Support","Resistance"
146,146,"2.10397058451356","4.83874862106818","4.30898334060976","Support","Resistance"
147,147,"6.13344709004282","3.62310403550519","1.3793940231441","Support","Resistance"
148,148,"4.90892578282297","4.60255140202862","1.96161945177273","Support","Resistance"
149,149,"2.38386427167906","9.4253675257067","0.704666608028072","Support","Resistance"
150,150,"2.74145434273697","1.6982262309565","0.191203362867213","Support","Resistance"
151,151,"5.66966517261755","0.75224515524714","1.88816486856685","Support","Resistance"
152,152,"8.6038836821013","6.72052233035123","4.96548340896368","Support","Resistance"
153,153,"5.52835133762567","9.03415477492474","4.3815723167754","Support","Resistance"
154,154,"5.7409579075814","2.18476639883269","2.05427668261972","Support","Resistance"
155,155,"5.96961581273677","0.455426691734846","2.79683283967314","Support","Resistance"
156,156,"6.1873184342","6.54353021591312","4.7289318118959","Support","Resistance"
157,157,"7.14163986312048","2.06149345413317","0.351051421525412","Support","Resistance"
158,158,"1.64118614175755","8.47150832822632","0.116274438177525","Support","Resistance"
159,159,"5.47260412720386","8.45855997675998","3.30530690399255","Support","Resistance"
160,160,"6.15192691795099","5.63824326013143","1.08754448788528","Support","Resistance"
161,161,"7.26637904010437","4.71246943779175","2.67354761441066","Support","Resistance"
162,162,"2.95295246535553","3.63033243055044","2.25477800543616","Support","Resistance"
163,163,"2.22233638294013","0.528042723279551","1.70927167647754","Support","Resistance"
164,164,"2.58894066804565","1.94149563553688","4.43807670676236","Support","Resistance"
165,165,"9.44233681142396","3.61886253597725","0.541291911581782","Support","Resistance"
166,166,"7.52562353588045","6.16357470165209","2.90906128771509","Support","Resistance"
167,167,"1.11316688812328","5.25972179064036","2.50253472775929","Support","Resistance"
168,168,"3.48557017637604","9.96627897740519","0.951628614059844","Support","Resistance"
169,169,"6.89765445016408","9.90586285528109","0.822061065349848","Support","Resistance"
170,170,"3.29385071258798","1.020857307115","4.70973942980312","Support","Resistance"
171,171,"7.16330911246324","2.81344332221776","2.19685094725272","Support","Resistance"
172,172,"1.92124772642053","3.87268545976704","1.338679378968","Support","Resistance"
173,173,"2.19196710606268","5.64433576863534","0.926533288431436","Support","Resistance"
174,174,"3.94269459546634","0.86935210152999","2.61813907967215","Support","Resistance"
175,175,"0.935400103157802","5.89702241576298","4.85724729615428","Support","Resistance"
176,176,"7.91558522616195","7.098670125432","3.26275026029596","Support","Resistance"
177,177,"2.80436888667402","7.29869296118268","4.2078096723225","Support","Resistance"
178,178,"7.17115364678358","9.49345902660291","0.416628373363547","Support","Resistance"
179,179,"4.29670041369525","9.8121424500982","4.41972450847527","Support","Resistance"
180,180,"7.88997612816637","6.84520221659796","1.17338324568002","Support","Resistance"
181,181,"6.75207971183295","5.78468300591275","2.43165209499099","Support","Resistance"
182,182,"7.5007665594779","5.45427624591993","2.46417560552293","Support","Resistance"
183,183,"0.525486440569634","0.637783536432104","4.73902390946729","Support","Resistance"
184,184,"7.74753744962129","9.96242351394091","3.68930552175294","Support","Resistance"
185,185,"3.11890906079777","1.94321337050831","1.02465862113169","Support","Resistance"
186,186,"4.01479019904435","7.90051837405454","1.86239483726952","Support","Resistance"
187,187,"5.71907548760861","7.2040244840912","0.466401567390212","Support","Resistance"
188,188,"5.96739191692267","5.69165641417197","3.09384444285493","Support","Resistance"
189,189,"0.290230765493693","7.42632777168483","2.29967736659295","Support","Resistance"
190,190,"3.4537212590147","2.41243244241824","4.23635238782281","Support","Resistance"
191,191,"9.7199936375941","9.58958774904592","1.93538798074273","Support","Resistance"
192,192,"9.03568460329631","3.4012264814727","0.809663233345571","Support","Resistance"
193,193,"2.85969765356798","0.181341830160784","0.573301679515531","Support","Resistance"
194,194,"1.29271869281042","5.95077105422099","4.1210677107046","Support","Resistance"
195,195,"1.13268763193714","5.39432157233015","4.29481966358583","Support","Resistance"
196,196,"0.283463600967579","0.104627758031268","1.18433760684346","Support","Resistance"
197,197,"8.05985385462505","2.76026985902473","4.58943813402251","Support","Resistance"
198,198,"4.31857581589728","1.35204549546832","0.669235835781619","Support","Resistance"
199,199,"2.2418065052266","7.54741923759497","2.91601094515122","Support","Resistance"
200,200,"4.87499528409913","9.90863784941492","0.39108270783601","Support","Resistance"
201,201,"9.56295702279413","8.46821911101614","2.52966548192175","Support","Resistance"
202,202,"6.15517332754254","8.02695846294545","1.78490669962103","Support","Resistance"
203,203,"3.93413524398838","0.70992830268517","3.21220536261209","Support","Resistance"
204,204,"5.47651774109681","0.768777969756742","0.656675149534469","Support","Resistance"
205,205,"7.82710263621169","9.77821863661852","1.09530412931302","Support","Resistance"
206,206,"6.63669263050324","7.36356983928403","0.382075770203811","Support","Resistance"
207,207,"2.88856988780239","6.77902022498198","4.13233782955695","Support","Resistance"
208,208,"4.75647971375809","5.29831342437568","0.115865733306201","Support","Resistance"
209,209,"3.67056068560924","4.85895505008387","2.45296759232836","Support","Resistance"
210,210,"0.798655234707035","4.0507729777142","1.8887640321278","Support","Resistance"
211,211,"0.655340527808086","7.78992419512335","0.891460743506584","Support","Resistance"
212,212,"4.86087441513288","0.766115765171882","4.86726860536403","Support","Resistance"
213,213,"0.532536480470116","8.04153157496233","3.41297675363656","Support","Resistance"
214,214,"7.28449358105576","8.46306134954234","4.78846104155461","Support","Resistance"
215,215,"6.06776489053039","2.33007100307777","4.40588519094948","Support","Resistance"
216,216,"7.32786090936686","7.42150880321774","4.35718488592182","Support","Resistance"
217,217,"9.16333426575383","2.8600906747109","1.0499730473483","Support","Resistance"
218,218,"2.66296756050084","4.56134424672723","1.74779240796108","Support","Resistance"
219,219,"5.57816250649891","4.30577611574372","0.650718588902927","Support","Resistance"
220,220,"6.75585058243161","3.57914309967585","1.62274616431638","Support","Resistance"
221,221,"0.268490612714007","8.37172487319793","4.77935343176162","Support","Resistance"
222,222,"2.01397981390849","5.87346912843238","3.52365304048126","Support","Resistance"
223,223,"8.3705769075239","9.60876253129684","3.43910545496933","Support","Resistance"
224,224,"3.88912761958812","5.63248400833741","2.77759264908762","Support","Resistance"
225,225,"0.53888670676002","6.10808734992855","2.63047516538896","Support","Resistance"
226,226,"7.28424862130759","5.83847583159614","4.15978673899486","Support","Resistance"
227,227,"7.03002303259618","5.191424551761","0.12293388793863","Support","Resistance"
228,228,"3.30298751135495","3.49471881486378","1.91542424733191","Support","Resistance"
229,229,"5.03840426974935","1.12903780424225","1.19471114501987","Support","Resistance"
230,230,"2.02050499809168","3.66749599260482","4.81476694668219","Support","Resistance"
231,231,"0.110890460874404","1.79858414316753","3.59212059743428","Support","Resistance"
232,232,"9.23729707302916","9.38314894789657","0.085032001863532","Support","Resistance"
233,233,"0.772943135616178","8.43661975254371","2.5033289310629","Support","Resistance"
234,234,"3.85810138469766","5.95888480556393","4.60032164411416","Support","Resistance"
235,235,"7.66899612213204","3.12667957361435","2.98815771418313","Support","Resistance"
236,236,"0.541184842843261","6.90530238333074","2.6298363538111","Support","Resistance"
237,237,"5.135430011868","4.28494448468658","2.30018115794958","Support","Resistance"
238,238,"3.22288390638051","2.38717303614946","0.182266584833654","Support","Resistance"
239,239,"0.421892976585962","7.20077197622202","0.789265886005714","Support","Resistance"
240,240,"3.22779212774348","2.72244369666163","1.56449482214454","Support","Resistance"
241,241,"0.0117011745387074","8.93425380845398","0.650629523585203","Support","Resistance"
242,242,"9.1666559168598","1.59612269984954","0.998690080795639","Support","Resistance"
243,243,"8.03849005156134","2.16401093928398","0.67266706891197","Support","Resistance"
244,244,"4.41573001798186","6.3828752051029","2.54335714680702","Support","Resistance"
245,245,"1.32627612483495","4.20692428389431","1.73145348065355","Support","Resistance"
246,246,"0.766061691295581","6.22404129572821","0.520914117570572","Support","Resistance"
247,247,"1.01636658966956","6.5712290399864","2.37785871321894","Support","Resistance"
248,248,"6.15468345438926","8.91580245069779","0.12941663135181","Support","Resistance"
249,249,"8.61702580099615","4.37835336431168","2.12010854632025","Support","Resistance"
