"id","commodity_id","ltp","volume","open_interest","bid_price","ask_price","intraday_movement"
277,277,"216.932075300327","97385.6602955763","52489.2925533452","302.541264407733","839.844303430828","7.03361218507751"
278,278,"876.848948883939","47787.1545266878","38479.6143125174","570.941351948735","355.980675940081","3.33136194458023"
279,279,"152.773922420184","52869.3827216342","8198.38471695153","911.675798151195","213.467415220661","4.65771800836715"
280,280,"878.214280015298","15345.7385918768","15149.2619464864","282.277562229388","759.434589231262","4.01302773036461"
281,281,"760.982175550095","65779.015842383","19750.7818167716","513.67294478711","676.32311358393","4.87885039761992"
282,282,"417.87372536457","20446.7815305378","99694.1545933116","35.2556917840656","494.025770926787","7.93339831954459"
283,283,"775.598901964182","32304.5683342083","19042.9847047964","423.113403365072","354.104657284495","6.41969432622061"
284,284,"38.6409133250665","84295.2682600252","46323.999441582","216.924927497274","447.035716394199","2.06931565297276"
285,285,"365.453335988136","60763.4957621167","8415.94312711758","438.515675831492","497.896243662164","7.80841735415482"
286,286,"591.339958410893","40632.0008041986","65062.5540352747","76.9282863447283","60.4388251049826","6.1498475374176"
287,287,"706.013142489706","28048.8136055989","25605.6760516358","953.673512951456","292.207832369621","3.39284900223193"
288,288,"525.580996671714","24372.4333480913","90203.0741753691","648.814527509268","476.767902270463","8.43222508896987"
289,289,"121.733371789538","90183.7876387653","42543.4087577321","66.399214192417","856.567327290409","4.76529820151469"
290,290,"112.449598112524","90974.9449859438","1737.26710496476","756.695039380211","723.264255480931","7.16205494161052"
291,291,"678.420794658041","17034.6380906699","56015.3478814094","254.54968724026","412.418992133698","6.6879096219259"
292,292,"978.590467370048","71093.6111721636","12027.4334253108","352.866288098059","854.76874521343","1.98233555615769"
293,293,"740.088059226121","70171.7491311035","77943.5745817852","377.649328440257","57.5807297592041","4.61049695109297"
294,294,"496.741157449748","74392.0862380224","7015.39456736588","972.890607867322","453.325699623085","7.52954496410724"
295,295,"773.003544651625","69263.5721786829","76203.444647108","143.702739469922","808.924954158621","1.44013725564168"
296,296,"345.965208565477","4797.68376986254","64312.7176936416","698.181965268801","931.413622558694","0.204999030901916"
297,297,"462.925013794203","88203.2831922095","40832.8871350766","587.4291163637","963.060709720585","8.92043832166413"
298,298,"136.751174398723","6147.69494512697","62670.5084105721","522.270743725509","594.510811597726","1.94688489289669"
299,299,"101.232542118331","21247.3319778058","25231.6802661196","841.823775667695","503.331696614929","7.01529312685642"
300,300,"678.027130055158","10169.4113245852","70993.5917683701","69.2563081773709","914.512898550661","4.75775610023699"
301,301,"283.609972819119","47744.2425219977","57435.1906545978","22.1547789220471","200.235988559727","6.6190633349808"
302,302,"176.259127754379","28452.835859246","7067.22333952283","431.290927283738","42.6874943126763","6.9761955749773"
303,303,"177.805312438449","85739.0011398202","81650.7770446074","910.39652185642","374.784959914386","3.31648781496263"
304,304,"859.686054394605","52426.3661938786","58716.143648599","791.607058743152","974.933839135235","8.49097452523567"
305,305,"431.385655216138","69001.2481860589","25636.0169936053","69.9242804022344","323.303531553941","6.27689636985886"
306,306,"662.373989035439","61345.4676951885","76495.8635783488","937.579749912709","770.561988164407","7.76269228211881"
307,307,"145.177454246539","31924.3755284773","5903.07405631094","834.220438715807","359.665290934401","6.68525763069171"
308,308,"789.891802293852","47775.5729299534","35988.7312785474","948.778593646686","625.805139942904","1.98800654017722"
309,309,"389.750208175081","53063.7159701884","96940.7742175412","152.628506267226","988.453444847386","5.26178853745118"
310,310,"238.707674876899","18807.1213501827","99850.355482357","759.99626908338","765.604481174497","4.55484500126586"
311,311,"633.960870460373","50734.1012963225","25560.1320470906","921.270501833972","545.25186366868","0.839444332127659"
312,312,"535.207002529916","45177.4481063681","4471.73861272729","950.7740013601","748.639870698966","7.20943397545699"
