"id","commodity_id","vs_inflation","vs_usd","vs_interest_rate","vs_other_commodities"
33,33,"0.581997897660859","0.528579877765909","0.68496303016403","0.567457174096843"
34,34,"0.160793279042183","0.00785601688450255","0.161338048027752","0.377021438208568"
35,35,"0.234645699587898","0.737563675719751","0.676365007770683","0.840959990203712"
36,36,"0.618128385813559","0.260287098299171","0.37259123865509","0.333709377003303"
37,37,"0.637482580991801","0.565965261093851","0.791375907233858","0.129769902803943"
38,38,"0.968603583413666","0.42167903416592","0.438649743172285","0.879461291437882"
39,39,"0.441257398212836","0.674445818289798","0.825491328855476","0.273386379975612"
40,40,"0.702147538870404","0.322938328112499","0.828337085522611","0.466503508721798"
41,41,"0.940694079535946","0.786643591268988","0.808277584963375","0.704373110380896"
42,42,"0.0312783174558275","0.786471371310337","0.471380889508135","0.287444863809055"
43,43,"0.101332684506633","0.0394128806570755","0.0371652678299956","0.118689059169919"
44,44,"0.556616640502856","0.0895007259777791","0.153268539888755","0.0621460310716337"
45,45,"0.951819095722468","0.136080505969296","0.533329877660358","0.493148891184833"
46,46,"0.738219202418103","0.655888225206683","0.733904989290744","0.69188896308445"
47,47,"0.147933356877869","0.283003838359385","0.24661901632193","0.669287736187088"
48,48,"0.418480302842895","0.018678404015408","0.0211384722425974","0.679630343025598"
49,49,"0.407616234257597","0.446180402426855","0.331463530502143","0.0951440021125611"
50,50,"0.232832574405242","0.720431373052391","0.827541700401428","0.686599603730014"
51,51,"0.0720154921064842","0.668175337180377","0.512416067790197","0.413394430284042"
52,52,"0.773682378842087","0.364767158974162","0.678524724821416","0.0255234541637301"
53,53,"0.483073574508203","0.926933120772154","0.161268521800614","0.0793468467740754"
54,54,"0.944491061763649","0.770478217869283","0.366301001672312","0.855215696226054"
55,55,"0.912100635568937","0.640622313712589","0.896216873399359","0.268541909772147"
56,56,"0.894606210976429","0.830522553546838","0.302426342192237","0.87319747436797"
57,57,"0.662303132007075","0.176646494488489","0.188791543416119","0.166245642974329"
58,58,"0.866958208743794","0.0195182973262371","0.45372349016524","0.516102929794706"
59,59,"0.516053030927474","0.795423871986119","0.219097443755801","0.0978804010653607"
60,60,"0.134430211011043","0.481720330250256","0.628680058633642","0.508090646183582"
61,61,"0.585820824481128","0.28056906190985","0.117984373693915","0.913535688394414"
62,62,"0.55123372782224","0.765882851846369","0.880783540824051","0.0384004025143496"
63,63,"0.260563137708143","0.773812012879949","0.137031999326003","0.198968868109874"
64,64,"0.769725755647127","0.379556527246673","0.11817997973882","0.968999820598394"
65,65,"0.599753259989621","0.199435688681323","0.355733405354274","0.2512076371734"
66,66,"0.400773940351031","0.975754324510056","0.693782168484683","0.246885378404005"
67,67,"0.0726519600127147","0.707364163154059","0.501111707035236","0.886380906757551"
68,68,"0.301438745568991","0.436600679350524","0.327719131821748","0.700279788216762"
69,69,"0.505411609491996","0.952400630341723","0.935562106141357","0.183935146033826"
70,70,"0.0108391733350348","0.976315087285262","0.421711941720543","0.854392003732887"
71,71,"0.537557289465908","0.56942420435214","0.963879117664605","0.76495163038706"
72,72,"0.74234394557161","0.32140671869137","0.310674027751882","0.789583214333602"
73,73,"0.604598177880918","0.548788321754454","0.616371108215908","0.968903500290958"
74,74,"0.163915417579832","0.722703510620735","0.254138197532802","0.518666345515196"
75,75,"0.135239325482003","0.106283366171355","0.753815769706162","0.615228396217532"
76,76,"0.436304251054143","0.452689707134179","0.318972407581869","0.113836414130783"
77,77,"0.657215898680635","0.677008408430621","0.0321009782567419","0.2899202190535"
78,78,"0.888338752628981","0.312987268414611","0.57224554659381","0.532350311786059"
79,79,"0.655128451915449","0.659616701758957","0.864010117307909","0.626865859328037"
80,80,"0.583358202792893","0.0485569020678323","0.378466641589566","0.334060953933295"
81,81,"0.929798780480429","0.221271792556159","0.144682818463747","0.310730844985329"
82,82,"0.530682224690814","0.700287577713654","0.930464471993247","0.506232397956854"
83,83,"0.0604547907591719","0.889817171244026","0.0196666388282483","0.947830513867866"
84,84,"0.695183645713181","0.379916409629205","0.903837901507082","0.0706031234077737"
85,85,"0.21936842999401","0.216593656847612","0.811784386138656","0.228448567193682"
86,86,"0.599093275436011","0.250704344429817","0.787301863410017","0.868133659387077"
87,87,"0.634341895483112","0.0425013848049667","0.98934663722312","0.535070869789049"
88,88,"0.484365799965757","0.856721284860878","0.259965227170838","0.147957184115223"
89,89,"0.924954845627991","0.983801932810052","0.869452368893312","0.688505664846792"
90,90,"0.904172838761153","0.15255757350847","0.819904151566783","0.286164650920975"
91,91,"0.583490312996564","0.934503311275565","0.60764365539445","0.582314618008555"
92,92,"0.432730533837781","0.775590603162477","0.530679081416558","0.296979196150494"
93,93,"0.0856171780905484","0.395911189403216","0.937788303393743","0.404576093723548"
94,94,"0.644521466752625","0.109917353885514","0.322028886149422","0.565610106280392"
95,95,"0.629866829844232","0.559945332870836","0.607875190295582","0.81185447523464"
96,96,"0.878681927110362","0.930886927108156","0.522265776751446","0.983959847393553"
97,97,"0.364032004366601","0.706789729455924","0.219079534331546","0.438266403117273"
98,98,"0.911064274341067","0.0466779631856002","0.0381797576175325","0.998391422086197"
99,99,"0.150676668250982","0.544329508256602","0.192912258529159","0.350671297762262"
100,100,"0.875673228041455","0.820230212838538","0.249200131044382","0.0574870263714651"
101,101,"0.24434750430152","0.714526060639096","0.903574687616679","0.273211791780951"
102,102,"0.26036773510293","0.93896698516454","0.388391166403443","0.556079078143502"
103,103,"0.0895077015356125","0.732295569059833","0.65818733986652","0.829104569798271"
104,104,"0.27035426329937","0.541441450265302","0.447892562918165","0.492447915156122"
105,105,"0.908371317103199","0.538278873749553","0.0244045434274029","0.563296873844012"
106,106,"0.449377835988627","0.840265656388976","0.816864426333791","0.545946539901891"
107,107,"0.402594932095378","0.937852469395854","0.280993648771302","0.72627149626021"
108,108,"0.961109081383586","0.636968542727903","0.360938018737655","0.143398319345836"
109,109,"0.984311218424947","0.745481101024492","0.94221405126236","0.13847004854895"
110,110,"0.343184304845491","0.261476953087384","0.68329302724625","0.882663778678053"
111,111,"0.219564602290498","0.803240977300047","0.407194679948687","0.905184325810475"
112,112,"0.0675162909911011","0.0383194861412062","0.666553154381386","0.133052745379355"
113,113,"0.62518016856126","0.307869107104431","0.166785094795957","0.755606983537819"
114,114,"0.907231923354066","0.0491805677049013","0.79454843646208","0.428380644754155"
115,115,"0.0441794607911477","0.155912503654702","0.579661202438393","0.770375899067788"
116,116,"0.784546819385062","0.856897039838542","0.4068431020201","0.234212284472961"
117,117,"0.610973587670514","0.627094758206153","0.265129327902272","0.671927848518786"
118,118,"0.927846861141459","0.571456605666554","0.896225434776011","0.338964559887733"
119,119,"0.559709470910055","0.210756146645905","0.425469381956064","0.695095725928187"
120,120,"0.463702632298476","0.169353447434221","0.824144536008396","0.649510621229588"
121,121,"0.644767260667795","0.0937702951125279","0.847053961362495","0.207965359111167"
122,122,"0.885231132781217","0.697169814878065","0.305249596343526","0.358149923519544"
123,123,"0.220397898631953","0.930510090237678","0.530183731057657","0.40922812117601"
124,124,"0.99398589775719","0.428306059406136","0.238988439034478","0.73549935837964"
125,125,"0.0706082671235044","0.207854984857413","0.247533816508518","0.857326596417232"
126,126,"0.622947146114064","0.99508560030005","0.907755944241951","0.0268051692085367"
127,127,"0.894409470341353","0.158005498582348","0.864064890596076","0.513591129976614"
128,128,"0.880584735966588","0.240195460784443","0.00790987913108054","0.304912144646236"
129,129,"0.31294956274424","0.856187830248056","0.984084137349061","0.680571210176881"
130,130,"0.201873445549732","0.560856453038057","0.0942724846093992","0.388336382543625"
131,131,"0.050037738712422","0.945085966490739","0.173853131874374","0.93524216594255"
132,132,"0.675304921304319","0.376678043310257","0.14347210540924","0.602585350892368"
133,133,"0.447522099154098","0.117019836226502","0.496777347000643","0.323386385937391"
134,134,"0.409315440682412","0.579390564030501","0.796393962973187","0.193437456032508"
135,135,"0.931822496000166","0.908684147477989","0.0149413475562055","0.694311586651607"
136,136,"0.588605457318999","0.167487803461625","0.288506787052357","0.999405957568456"
137,137,"0.542222406589898","0.938390468611592","0.656397600473674","0.541247979629751"
138,138,"0.462053582064298","0.146118459492712","0.177548671204625","0.383126018906224"
139,139,"0.96645219105788","0.38023000218896","0.00434087215012657","0.934352044355905"
140,140,"0.0645312854390361","0.480533891820404","0.894632907297498","0.405525368235193"
141,141,"0.76128489860422","0.132009893167876","0.328745492775552","0.66373030193699"
142,142,"0.0934896617991192","0.435062881233253","0.368170037228592","0.412242882136209"
143,143,"0.218782876183894","0.116281317969632","0.166781977454254","0.338311589083171"
144,144,"0.00121533604773605","0.157051490897493","0.128420407806354","0.852923912777712"
145,145,"0.362491041493614","0.852379882823757","0.247807535354402","0.425857830551667"
146,146,"0.179027263208537","0.318610111682999","0.269910619308959","0.429049488497"
147,147,"0.659795837319094","0.641808333202559","0.251519915308224","0.927510155670977"
148,148,"0.132052412266629","0.497094732746735","0.753016611517226","0.308159093284552"
149,149,"0.953094593071347","0.235683037366741","0.221158523427771","0.458738751225469"
150,150,"0.526895072604672","0.750011111868101","0.0964047827654531","0.511960764485182"
151,151,"0.00962046755051871","0.154082057008252","0.683327580342844","0.678714101495503"
152,152,"0.993119693418924","0.656634735077311","0.204958578020203","0.150491521702371"
153,153,"0.596790128439876","0.606895457821767","0.513033879241963","0.628778493451331"
154,154,"0.753273520777441","0.319778710332727","0.95934139005174","0.79560641584009"
155,155,"0.707551071539429","0.16574746932575","0.611291564502032","0.774759091754655"
156,156,"0.466677150533846","0.090831499073442","0.999548250527781","0.0691182025603037"
157,157,"0.0199335934903471","0.115754135666629","0.836148222735823","0.213586016277626"
158,158,"0.248920275592441","0.623275194093126","0.484674470055285","0.823078466281438"
159,159,"0.726948024167603","0.865624863278587","0.202102805435725","0.324708454958841"
160,160,"0.0113773729233659","0.518002459157987","0.325207886011457","0.0706705002252686"
161,161,"0.133138860616721","0.0810843107825769","0.504341891437631","0.769458812378646"
162,162,"0.359665318107112","0.0969445339094548","0.212511008438307","0.308254409186555"
163,163,"0.750502561113867","0.0609845990722258","0.622909895636091","0.198438247323733"
164,164,"0.113713608673415","0.556045704956047","0.235667350661307","0.754475139003183"
165,165,"0.913357238104433","0.383079112630746","0.505558289176658","0.251988798761086"
166,166,"0.388720416278147","0.71949506868969","0.496218423510858","0.419180650016958"
167,167,"0.739075473670984","0.296256118653222","0.823980044923629","0.0410013957789586"
168,168,"0.553581453700321","0.780004642916516","0.364829415866962","0.714595252000452"
169,169,"0.879082315715387","0.792514323927616","0.816294176144732","0.402752919451922"
170,170,"0.457408060298821","0.685486830673325","0.870982390358881","0.1386824932622"
171,171,"0.811014265911614","0.487374168669254","0.508105670718058","0.40206039328191"
172,172,"0.817474048301691","0.0941615166030734","0.0634667737096406","0.990760374637916"
173,173,"0.552323117564899","0.843185291721331","0.582689905428276","0.827811584124842"
174,174,"0.487478074573128","0.877462039199403","0.23442462862616","0.0623229550319666"
175,175,"0.705205784758858","0.103777910450652","0.6693337314729","0.428985601987428"
176,176,"0.397345613920102","0.1569173178541","0.223161749543445","0.0636698914964229"
177,177,"0.586372801285868","0.683870066631732","0.282347490232435","0.0238061983074567"
178,178,"0.260712829501476","0.97435392708707","0.728277283704715","0.69653070628973"
179,179,"0.744716300629894","0.173210752781094","0.828698258391767","0.423480567947129"
180,180,"0.9580063616433","0.775281533918467","0.811354126122926","0.817680146429185"
181,181,"0.244497319995278","0.510760590794698","0.0539390365387171","0.974559188799598"
182,182,"0.833204036720974","0.531475162315384","0.886478737167191","0.544378342780554"
183,183,"0.224897661715337","0.537266538347013","0.881090603910558","0.431912185305592"
184,184,"0.333641871196459","0.426471753528489","0.830284081937769","0.284977044361892"
185,185,"0.35359722098001","0.173913026801821","0.115255529020646","0.534978625551718"
186,186,"0.298982636284284","0.137915836334178","0.504052956953","0.466673299690031"
187,187,"0.778593648554555","0.680370291343017","0.525808776390051","0.191584223362898"
188,188,"0.923887715986143","0.239925684826431","0.22938640432262","0.0611048458299093"
189,189,"0.570850841289083","0.0887085660293012","0.436899628504505","0.0626908801969497"
190,190,"0.582858714987922","0.373456939040399","0.43029000104306","0.414256828460114"
191,191,"0.09950295833552","0.897244245874119","0.433971071333165","0.344606433853619"
192,192,"0.563226342295274","0.0870204719122634","0.242861429723371","0.806593490855971"
193,193,"0.488345494920962","0.0584515915995085","0.975457429565691","0.325233474030603"
194,194,"0.575335285829187","0.475110241119674","0.460162630406052","0.349009323768274"
195,195,"0.749590061763815","0.510708010448683","0.748574232217541","0.7327749504299"
196,196,"0.954072739454125","0.807361838906841","0.660105275784131","0.531233105300903"
197,197,"0.413208317111015","0.982266926596965","0.12922525473049","0.489841037912834"
198,198,"0.113756250133283","0.779927044855253","0.440592681675493","0.593074287699613"
199,199,"0.445775091618486","0.661255071717733","0.185481269491842","0.474688524097346"
200,200,"0.648074267628024","0.394785207396015","0.228120585804706","0.257976141351195"
201,201,"0.0647764911661859","0.459575587464147","0.719915754130693","0.401249395132624"
202,202,"0.173548975224384","0.0793199218594707","0.357514092634373","0.450004374876882"
203,203,"0.20420778836182","0.434567810805665","0.441648541192043","0.426386413566898"
204,204,"0.104919164672916","0.819566465504538","0.738751134550239","0.531423143866397"
205,205,"0.6761471331388","0.657614164811506","0.540938431107626","0.100657464054019"
206,206,"0.0885440411600025","0.212506012462788","0.561131664410635","0.393312178579242"
207,207,"0.909376475475791","0.661104912777324","0.115973857534239","0.401919761764859"
208,208,"0.871107191460442","0.589311698530801","0.374180261028757","0.283445123140321"
209,209,"0.389323126312305","0.960417327265257","0.165213945666153","0.497278736952713"
210,210,"0.559345691588143","0.89831416797467","0.395777060749726","0.0365118385974172"
211,211,"0.0687399351300011","0.368935223996757","0.883065193359394","0.572204792772173"
212,212,"0.426740785282304","0.167420786929844","0.781967253761639","0.188290236638402"
213,213,"0.401616335492712","0.183409476293036","0.995079574724153","0.3658101034327"
214,214,"0.709487691040275","0.949372461077309","0.601357195414234","0.272324024602302"
215,215,"0.169438020573255","0.140603823538129","0.722902955531974","0.686640321239279"
216,216,"0.767997819689567","0.414189045388112","0.679128484648014","0.600770912597243"
217,217,"0.688055427872132","0.608880588263365","0.271906471838237","0.033674664325652"
218,218,"0.293545081314334","0.0290283771176045","0.906154377649758","0.366442813730233"
219,219,"0.313477201643478","0.782067597231659","0.597766279342759","0.452626723493644"
220,220,"0.513146342180688","0.312629632749075","0.394188589630481","0.656568701440732"
221,221,"0.84165223927738","0.610529861615694","0.166046225301619","0.160664714720487"
222,222,"0.814397037257117","0.754589697781754","0.31336002606813","0.466446147336566"
223,223,"0.291322380561278","0.513199723355399","0.721247206261433","0.902877489271349"
224,224,"0.13643680864617","0.996128775435262","0.130884480094282","0.351877149580734"
225,225,"0.725238942667214","0.757390568927585","0.277929209188941","0.545970816711536"
226,226,"0.387746062674501","0.118887678090528","0.14011496793433","0.881456698791017"
227,227,"0.955014723895954","0.200876858029823","0.940365350373748","0.444832016201377"
228,228,"0.911092214359855","0.613510739852972","0.342377749479067","0.423938517528126"
229,229,"0.788910749924812","0.447875307133767","0.867275341273141","0.175878827061141"
230,230,"0.491903469223114","0.964205295244011","0.0893941699457834","0.630631961543025"
231,231,"0.147657664469633","0.430992615821001","0.594637471098322","0.16330865791977"
232,232,"0.525812518139207","0.702425097851501","0.955197636506821","0.214486017008672"
233,233,"0.549422231656852","0.377177836535839","0.414248929500188","0.299860063801635"
234,234,"0.586608118617933","0.702277885678884","0.191940671552814","0.858195630224689"
235,235,"0.650352684924668","0.942804306479865","0.893141054188246","0.241639881743893"
236,236,"0.490475836625087","0.19368586615394","0.764687921632304","0.0801084123485043"
237,237,"0.0604797558986694","0.62446195751461","0.878969933517531","0.461018863497063"
238,238,"0.666332538353299","0.362654037426376","0.852550172091586","0.938150455900824"
239,239,"0.609285534158866","0.526539049990368","0.914007017004226","0.6621979106533"
240,240,"0.173643839272969","0.625564764554774","0.00676446604449277","0.452978102429793"
241,241,"0.505084280370439","0.158312156675616","0.273666325260332","0.754833388470191"
242,242,"0.137703889099654","0.0807803158911806","0.818529342660517","0.728158354635363"
243,243,"0.677748449168973","0.154277781434756","0.99041883650228","0.57968440417201"
244,244,"0.56075072275559","0.927075250299111","0.462316378175738","0.941703345085137"
245,245,"0.535028811393917","0.103978217098493","0.239423672032407","0.359812213284841"
246,246,"0.738855259170319","0.0306676427208039","0.0181109613921993","0.503042821198882"
247,247,"0.0983004895078325","0.185577037569655","0.473587339481569","0.201319551893133"
248,248,"0.212146714740741","0.267533367779064","0.177580833101515","0.657449972305008"
249,249,"0.342163350483537","0.696715902776427","0.312338657147657","0.901298000542731"
