symbol,date,open,high,low,close,volume,quote_volume,trades,taker_buy_vol,taker_buy_quote,daily_return_pct,price_range_pct,buy_sell_ratio,taker_buy_pct,volume_usd_mil,sma_7,sma_30,sma_90,sma_200,volatility_7d,volatility_30d,vol_sma_7,vol_sma_30,price_vol_ratio
AAVEUSDT,2021-06-01,382.4,393.56,360.7,373.13,311375.3466,117021562.560141,315933,157306.7991,59100028.179681,-2.4344,9.1101,1.021,50.52,117.02,354.891429,438.388667,,,12.1779,13.2756,111158290.68,196262863.55,3.19e-06
AAVEUSDT,2021-06-02,372.85,402.3,361.51,384.24,208923.1678,80171518.974421,215133,107998.3005,41453904.936437,2.9775,11.2832,1.0701,51.69,80.17,350.558571,433.922667,,,11.2537,13.2149,100716594.84,194119196.36,4.79e-06
AAVEUSDT,2021-06-03,384.23,409.38,376.16,398.36,177686.9452,70139683.686152,214132,87636.2698,34571061.43131,3.6748,8.8313,0.9732,49.32,70.14,354.338571,432.264667,,,10.447,12.984,93325171.01,190500202.36,5.68e-06
AAVEUSDT,2021-06-04,398.19,398.86,346.42,373.11,229261.9947,84339158.27177,205383,111087.8944,40900639.86048,-6.3385,15.1377,0.94,48.45,84.34,361.954286,428.688333,,,8.833,12.9767,86796677.66,189922444.03,4.42e-06
AAVEUSDT,2021-06-05,373.11,391.7,347.03,356.22,178930.1369,66547425.812191,180612,89640.2648,33351266.324447,-4.5268,12.8721,1.0039,50.1,66.55,370.268571,425.464667,,,8.4643,12.9604,85191894.47,189112076.08,5.35e-06
AAVEUSDT,2021-06-06,356.24,368.46,354.49,365.48,68754.6635,24889692.04588,56918,33378.6982,12085681.389858,2.5995,3.9409,0.9435,48.55,24.89,376.14,422.809667,,,8.0486,12.9641,80178383.97,187579520.21,1.468e-05
AAVEUSDT,2021-06-07,365.73,387.76,331.54,334.54,182850.3444,67541485.347556,186603,90916.8901,33663376.02099,-8.4656,16.9572,0.9889,49.72,67.54,369.297143,418.397667,,,4.9163,13.0262,72950075.24,188017552.62,4.95e-06
AAVEUSDT,2021-06-08,334.51,339.21,296.37,329.3,213810.623,68644754.498656,169911,102777.7069,33021282.265614,-1.5663,14.4549,0.9257,48.07,68.64,363.035714,414.057333,,,4.9082,13.0262,66039102.66,188655124.99,4.8e-06
AAVEUSDT,2021-06-09,329.31,343.89,305.57,338.85,188262.9676,61801739.211237,155945,93002.5257,30506666.87274,2.9001,12.5405,0.9763,49.4,61.8,356.551429,410.903,,,4.8961,12.9974,63414848.41,187780403.04,5.48e-06
AAVEUSDT,2021-06-10,338.99,339.99,303.84,310.29,118220.4712,37991085.302236,90449,59780.4123,19196750.366627,-8.4285,11.8977,1.0229,50.57,37.99,343.97,406.003333,,,4.8287,13.0441,58822191.5,186973944.72,8.17e-06
AAVEUSDT,2021-06-11,310.41,315.2,280.52,285.33,128679.1619,38633840.460742,90031,61645.9003,18522056.127324,-8.0441,12.3628,0.9196,47.91,38.63,331.43,398.387333,,,5.0399,12.8849,52292860.38,169550060.74,7.39e-06
AAVEUSDT,2021-06-12,285.53,289.37,265.68,278.49,136891.9389,37933654.533766,90002,68605.0252,18996570.426549,-2.3972,8.9167,1.0047,50.12,37.93,320.325714,390.692667,,,5.0422,12.8869,48205178.77,152929639.97,7.34e-06
AAVEUSDT,2021-06-13,278.55,318.18,266.68,316.27,182230.2044,52851713.6013,121417,91239.4238,26419597.568281,13.566,19.3115,1.0027,50.07,52.85,313.295714,381.409,,,8.0205,12.7453,52199753.28,146181810.52,5.98e-06
AAVEUSDT,2021-06-14,316.3,336.49,308.57,318.19,180494.1762,57677237.165307,156798,87848.0182,28092129.817437,0.6071,9.0482,0.9482,48.67,57.68,310.96,374.752333,,,7.4738,12.5567,50790574.97,141871124.01,5.52e-06
AAVEUSDT,2021-06-15,318.2,327.48,306.78,311.78,106084.0846,33714257.342461,81102,53606.517,17049874.213002,-2.0145,6.7475,1.0215,50.53,33.71,308.457143,367.549,394.732889,,7.4866,12.5475,45800503.95,137794992.26,9.25e-06
AAVEUSDT,2021-06-16,311.69,313.98,287.35,290.71,95598.8535,28715714.174573,79973,46959.5364,14122785.488822,-6.758,9.2674,0.9655,49.12,28.72,301.58,358.164,393.928189,,7.6345,12.4627,41073928.94,128763642.36,1.012e-05
AAVEUSDT,2021-06-17,290.72,305.49,285.16,293.21,69912.576,20656676.926667,55339,34725.0287,10261814.010932,0.86,7.1293,0.9869,49.67,20.66,299.14,346.979333,393.087622,,7.1043,12.2876,38597584.89,114590291.87,1.419e-05
AAVEUSDT,2021-06-18,293.25,293.77,252.74,265.11,146028.0676,39383666.561827,91478,74964.9945,20211805.225224,-9.5836,16.2341,1.0549,51.34,39.38,296.251429,342.004333,391.920278,,7.3913,10.7861,38704702.9,95242693.83,6.73e-06
AAVEUSDT,2021-06-19,265.08,270.1,254.38,254.59,80174.9178,21093061.420224,55859,38989.4166,10264180.202093,-3.9682,6.1797,0.9467,48.63,21.09,292.837143,334.916667,390.667511,,7.4707,10.4817,36298903.88,86897922.98,1.207e-05
AAVEUSDT,2021-06-20,254.68,277.24,242.07,272.67,148498.3831,38591783.897562,102766,76800.9402,19982507.752042,7.1016,14.5289,1.0712,51.72,38.59,286.608571,331.562667,389.960122,,5.505,9.9814,34261771.07,80722492.74,7.07e-06
AAVEUSDT,2021-06-21,272.85,275.75,206.0,212.64,299648.8868,69942372.476525,169606,145406.6059,33904187.503985,-22.0156,33.8592,0.9427,48.53,69.94,271.53,327.488333,388.650689,,9.1663,10.5855,36013933.26,78132664.42,3.04e-06
AAVEUSDT,2021-06-22,212.69,224.0,170.1,206.12,572892.022,113226864.545457,249620,284399.0984,56391128.712245,-3.0662,31.6872,0.9858,49.64,113.23,256.435714,324.582,387.518478,,9.1139,10.3729,47372877.14,74828689.82,1.82e-06
AAVEUSDT,2021-06-23,206.14,229.65,196.9,207.65,365959.3891,79080107.415427,170021,184144.3282,39699101.626797,0.7423,16.6328,1.0128,50.32,79.08,244.57,318.601667,386.212111,,9.358,8.3561,54567790.46,70668592.42,2.63e-06
AAVEUSDT,2021-06-24,207.53,218.38,193.08,211.28,223463.3788,45714740.051487,105356,118368.7163,24182080.333742,1.7481,13.1034,1.1263,52.97,45.71,232.865714,313.289,384.577133,,9.4449,8.3651,58147513.77,67246342.28,4.62e-06
AAVEUSDT,2021-06-25,211.37,214.86,185.12,186.86,192411.9939,37857787.832805,103483,91807.6776,18093282.324328,-11.5581,16.0653,0.9126,47.71,37.86,221.687143,305.698667,382.749811,,9.6612,8.1654,57929531.09,63399488.88,4.94e-06
AAVEUSDT,2021-06-26,186.76,193.37,176.32,187.29,163389.7262,29985620.507392,85013,84463.0896,15510472.993922,0.2301,9.6699,1.0701,51.69,29.99,212.072857,299.545,380.967244,,9.8237,8.0348,59199896.68,60336354.55,6.25e-06
AAVEUSDT,2021-06-27,187.17,203.29,183.06,202.87,206406.7783,39949093.869293,99464,103003.3348,19938336.600612,8.3187,11.051,0.9961,49.9,39.95,202.101429,295.647333,379.212167,,10.0574,7.9116,59393798.1,57333370.62,5.08e-06
AAVEUSDT,2021-06-28,202.93,233.22,200.62,227.37,261935.838,57188272.733534,135658,122099.0654,26592648.778504,12.0767,16.2496,0.8732,46.61,57.19,204.205714,293.292333,377.545967,,7.6529,8.1958,57571783.85,56646949.44,3.98e-06
AAVEUSDT,2021-06-29,227.32,253.32,226.04,238.22,280295.6893,67977222.409821,156439,139696.3569,33883646.682634,4.772,12.0687,0.9936,49.84,67.98,208.791429,290.420333,375.942111,,7.4942,8.0673,51107549.26,56913381.34,3.5e-06
AAVEUSDT,2021-06-30,238.03,252.58,219.71,251.08,273789.0701,63957746.60711,137684,138549.4904,32336748.059051,5.3984,14.9606,1.0245,50.6,63.96,214.995714,286.041667,374.485044,,7.536,7.3656,48947212.0,55107318.01,3.93e-06
AAVEUSDT,2021-07-01,250.96,253.02,227.22,230.17,234518.7354,56171198.440294,120428,121411.9878,29088401.223398,-8.328,11.3546,1.0734,51.77,56.17,217.694286,281.276333,372.374911,,8.6887,7.4796,50440991.77,53078972.54,4.1e-06
AAVEUSDT,2021-07-02,230.18,234.96,215.62,234.12,183917.2291,41470830.350639,88933,89501.7033,20206720.074542,1.7161,8.9695,0.948,48.66,41.47,224.445714,276.272333,370.758222,,6.529,7.4582,50957140.7,51788949.58,5.65e-06
AAVEUSDT,2021-07-03,234.05,267.08,227.75,259.42,275045.4219,69695918.492563,174013,136105.4294,34543251.887626,10.8064,17.2689,0.9796,49.48,69.7,234.75,271.641,369.158444,,6.873,7.7327,56630040.41,51774157.41,3.72e-06
AAVEUSDT,2021-07-04,259.41,289.9,248.03,277.0,287632.6323,78466324.734471,178073,137628.0113,37600575.535619,6.7767,16.881,0.9175,47.85,78.47,245.34,268.437333,367.813056,,6.7716,7.798,62132501.97,51578396.29,3.53e-06
AAVEUSDT,2021-07-05,277.0,318.4,260.42,308.22,595969.2872,170563848.06794,326017,293325.6067,83733939.421984,11.2708,22.264,0.9692,49.22,170.56,256.89,266.837333,366.982278,,6.6316,8.0586,78329012.73,55045610.37,1.81e-06
AAVEUSDT,2021-07-06,308.1,347.53,308.06,316.49,680686.4398,223166172.361314,478196,332473.3557,109057444.797496,2.6831,12.8124,0.9548,48.84,223.17,268.071429,265.204333,366.6188,,6.671,8.0596,100498862.72,61654826.38,1.42e-06
AAVEUSDT,2021-07-07,316.49,331.7,310.06,314.83,301732.4367,96893100.025795,218858,146882.3702,47169859.832513,-0.5245,6.9793,0.9485,48.68,96.89,277.178571,264.547333,365.994389,,6.8854,7.9061,105203913.21,62633213.53,3.25e-06
AAVEUSDT,2021-07-08,314.76,315.68,275.96,291.36,541972.3649,160217718.584745,272599,277335.1796,81888869.132631,-7.4548,14.3934,1.048,51.17,160.22,285.92,263.282667,365.244356,,6.6392,8.0214,120067701.8,65685645.67,1.82e-06
