DATE,SYMBOL,RETURN
2014-03-03,AGRODUTCH,-0.275
2024-04-23,AGSTRA,-0.3461047254150703
2022-12-06,AHLEAST,-0.6592194980414914
2013-08-30,AHLUCONT,-0.4084967320261438
2005-09-22,AHMEDFORGE,-0.6814475025484199
2006-06-12,AHMEDFORGE,-0.2200348866184899
2008-10-13,AIAENG,-0.7988354717370021
2008-02-29,AICHAMP,-0.23614142295940632
2008-12-01,AICHAMP,-0.8021428571428572
2018-10-01,AIFL,-0.20000000000000007
2026-01-13,AIIL,-0.784451042406248
2021-10-12,AIRAN,-0.23159784560143637
2024-11-18,AIRAN,-0.2888175759071834
2008-01-22,AIRDECCAN,-0.2348297977306364
2012-08-09,AJANTPHARM,-0.4845565122317891
2013-09-17,AJANTPHARM,-0.2721684750654765
2015-03-20,AJANTPHARM,-0.6313309968212568
2022-06-22,AJANTPHARM,-0.3400695349847892
2026-01-14,AJMERA,-0.796659524201967
2022-10-07,AJOONI,-0.7903981264637002
2024-12-09,AJOONI,-0.23017408123791105
2022-03-29,AJRINFRA,-0.28
2022-06-21,AJRINFRA,-0.34782608695652173
2022-03-29,AKASH,-0.6827603640040445
2022-09-13,AKASH,-0.27004219409282704
2022-12-16,AKG,-0.5352498288843257
2024-04-23,AKI,-0.8076923076923077
2025-10-13,AKI,-0.415929203539823
2009-03-20,AKRUTI,-0.27141144808557793
2009-03-26,AKRUTI,-0.45292572116700425
2009-06-12,AKRUTI,-0.41462804542498377
2023-10-09,AKSHAR,-0.9086219602063375
2024-07-08,AKSHAR,-0.4136363636363637
2024-08-23,AKSHAR,-0.2727272727272727
2025-08-04,AKSHAR,-0.45360824742268036
2008-06-13,AKSHOPTFBR,-0.23207547169811316
2024-07-08,AKSHOPTFBR,-0.36760563380281686
2025-03-25,AKSHOPTFBR,-0.4368650217706821
2025-06-17,AKSHOPTFBR,-0.2666126418152349
2015-09-23,ALANKIT,-0.8107536980511857
2016-10-19,ALANKIT,-0.4324026451138868
2016-12-15,ALANKIT,-0.439005439005439
2020-06-23,ALCHEM,-0.5855263157894737
2007-03-08,ALCHEMIST,-0.4691689008042895
2006-09-26,ALEMBICLTD,-0.8136979299769997
2011-04-28,ALEMBICLTD,-0.673773987206823
2013-09-27,ALEMBICLTD,-0.472795497185741
2022-03-29,ALKALI,-0.36192468619246865
2022-06-21,ALKALI,-0.2223895582329316
2023-02-28,ALKALI,-0.30920205920205923
2014-09-08,ALKYLAMINE,-0.5143109660751921
2021-05-11,ALKYLAMINE,-0.5599973437811276
2009-11-19,ALLCARGO,-0.806346578366446
2015-12-30,ALLCARGO,-0.520828430218875
2024-01-02,ALLCARGO,-0.7261814313934053
2025-11-26,ALLCARGO,-0.6197224682609979
2008-10-24,ALMONDZ,-0.20000000000000007
2018-02-07,ALMONDZ,-0.26764705882352946
2018-10-16,ALMONDZ,-0.3214285714285714
2024-07-23,ALMONDZ,-0.8384593107442804
2023-03-01,ALOKINDS,-0.3640449438202247
2019-06-25,ALOKTEXT,-0.29292929292929293
2021-07-20,ALPA,-0.2513011152416357
2011-09-06,ALPHAGEO,-0.278372591006424
2012-08-31,ALPHAGEO,-0.2519548218940052
2024-05-10,ALPL30IETF,-0.8985735145456588
2006-09-22,ALPSINDUS,-0.45591559909570456
2011-12-02,ALPSINDUS,-0.24590163934426235
2014-03-03,ALPSINDUS,-0.47457627118644075
2018-02-07,ALPSINDUS,-0.20661157024793386
2020-03-06,ALPSINDUS,-0.825
2022-03-16,ALPSINDUS,-0.2542372881355932
2022-07-11,ALPSINDUS,-0.46153846153846145
2025-11-11,ALPSINDUS,-0.4750000000000001
2007-09-19,AMARAJABAT,-0.7932304206203087
2008-10-14,AMARAJABAT,-0.2564705882352941
2012-09-25,AMARAJABAT,-0.48293716168510237
2023-12-11,AMBICAAGAR,-0.22961104140526978
2022-12-06,AMDIND,-0.44932079414838033
2024-03-26,AMDIND,-0.3178733031674209
2025-04-25,AMIORG,-0.5142792281498297
2010-06-11,AMLSTEEL,-0.24242424242424243
2014-08-26,AMLSTEEL,-0.28787878787878785
2012-10-25,AMRUTANJAN,-0.8092548214081935
2018-04-13,AMRUTANJAN,-0.4780672268907563
2008-10-10,AMTEKAUTO,-0.23512847588877162
2015-08-19,AMTEKAUTO,-0.30595562475671456
2015-08-20,AMTEKAUTO,-0.2871564778463265
2015-08-24,AMTEKAUTO,-0.254079254079254
2015-09-03,AMTEKAUTO,-0.34984520123839014
2017-06-19,AMTEKAUTO,-0.20000000000000007
2005-09-08,AMTEKINDIA,-0.791525587694689
2011-11-21,AMTEKINDIA,-0.4747052111068847
2025-03-05,ANANDRATHI,-0.532687472267416
2007-10-08,ANANTRAJ,-0.8147538484987045
2020-10-20,ANANTRAJ,-0.4620689655172414
2019-06-25,ANDHRACEMT,-0.3220338983050848
2019-12-10,ANDHRACEMT,-0.38888888888888884
2020-08-18,ANDHRACEMT,-0.22388059701492535
2023-02-28,ANDHRACEMT,-0.47058823529411753
2024-09-11,ANDHRAPAP,-0.8117486571745247
2021-12-30,ANDHRSUGAR,-0.8086200903719152
2026-02-26,ANGELONE,-0.9010000401622555
2011-06-17,ANGIND,-0.2799442896935932
2012-06-15,ANGIND,-0.276595744680851
2017-11-14,ANGIND,-0.21568627450980393
2018-07-24,ANIKINDS,-0.35121951219512193
2020-03-04,ANIKINDS,-0.2821782178217822
2021-02-02,ANIKINDS,-0.4256619144602851
2024-04-01,ANIKINDS,-0.2581182348043297
2020-03-04,ANKITMETAL,-0.6666666666666667
2021-02-08,ANKITMETAL,-0.3513513513513514
2023-08-29,ANKITMETAL,-0.37209302325581384
2011-12-02,ANKURDRUGS,-0.41310975609756095
2012-08-31,ANKURDRUGS,-0.20058997050147487
2012-12-03,ANKURDRUGS,-0.3267605633802817
2023-07-18,ANMOL,-0.7599909173478656
2020-08-18,ANSALAPI,-0.2053571428571428
2022-06-21,ANSALAPI,-0.3798449612403101
2007-03-02,ANSALHSG,-0.3121009651076466
2013-04-10,ANSALHSG,-0.6196428571428572
2016-02-11,ANSALHSG,-0.20000000000000007
2020-03-04,ANSALHSG,-0.38636363636363635
2022-03-29,ANSALHSG,-0.4945454545454545
2006-05-10,ANSALINFRA,-0.4749670417267069
2007-04-23,ANSALINFRA,-0.475
2008-01-21,ANSALINFRA,-0.2219551282051282
2006-01-06,ANTGRAPHIC,-0.8928571428571428
2007-03-02,ANTGRAPHIC,-0.2727272727272727
2007-12-03,ANTGRAPHIC,-0.2666666666666666
2008-02-29,ANTGRAPHIC,-0.4117647058823529
2011-12-12,ANTGRAPHIC,-0.2500000000000001
2011-12-16,ANTGRAPHIC,-0.2500000000000001
2011-12-21,ANTGRAPHIC,-0.2500000000000001
2011-12-26,ANTGRAPHIC,-0.2500000000000001
2012-05-28,ANTGRAPHIC,-0.2500000000000001
2012-08-10,ANTGRAPHIC,-0.2500000000000001
2012-08-28,ANTGRAPHIC,-0.2500000000000001
2012-09-07,ANTGRAPHIC,-0.2500000000000001
2012-09-11,ANTGRAPHIC,-0.2500000000000001
2013-03-01,ANTGRAPHIC,-0.6428571428571428
2013-06-10,ANTGRAPHIC,-0.2500000000000001
2013-06-26,ANTGRAPHIC,-0.2500000000000001
2013-07-19,ANTGRAPHIC,-0.2500000000000001
2013-08-02,ANTGRAPHIC,-0.2500000000000001
2014-01-21,ANTGRAPHIC,-0.2500000000000001
2014-01-31,ANTGRAPHIC,-0.2500000000000001
2014-02-05,ANTGRAPHIC,-0.2500000000000001
2014-02-10,ANTGRAPHIC,-0.2500000000000001
2014-02-12,ANTGRAPHIC,-0.2500000000000001
2014-02-18,ANTGRAPHIC,-0.2500000000000001
2014-03-04,ANTGRAPHIC,-0.2500000000000001
2014-03-14,ANTGRAPHIC,-0.2500000000000001
2014-03-22,ANTGRAPHIC,-0.33333333333333326
2014-04-03,ANTGRAPHIC,-0.2500000000000001
2014-04-16,ANTGRAPHIC,-0.2500000000000001
2014-04-21,ANTGRAPHIC,-0.2500000000000001
2014-05-09,ANTGRAPHIC,-0.2500000000000001
2014-05-28,ANTGRAPHIC,-0.2500000000000001
2023-11-20,ANTGRAPHIC,-0.34615384615384615
2023-12-12,ANTGRAPHIC,-0.25
2024-12-23,ANTGRAPHIC,-0.3047619047619048
2025-07-15,ANUHPHR,-0.48914560770156446
2024-04-23,ANUP,-0.49192247803358913
2007-01-11,APARINDS,-0.23589211618257255
2013-08-14,APCOTEXIND,-0.47892376681614346
2015-09-23,APCOTEXIND,-0.5171150236839754
2019-07-04,APCOTEXIND,-0.6028257456828885
2011-09-06,APLAB,-0.24
2020-12-15,APLAPOLLO,-0.795389011219461
2021-09-16,APLAPOLLO,-0.48569200150610514
2022-03-29,APOLLO,-0.24992209411031474
2023-05-04,APOLLO,-0.895
2024-03-26,APOLLO,-0.2899280575539568
2010-09-02,APOLLOHOSP,-0.5032616574051703
2021-12-02,APOLLOPIPE,-0.6469545831308772
2008-07-11,APOLLOSIND,-0.9005881785748723
2007-08-17,APOLLOTYRE,-0.8934536637931034
2013-06-13,APOLLOTYRE,-0.2544861337683524
2018-10-12,APOLSINHOT,-0.4018352730528201
2019-04-02,APOLSINHOT,-0.20122610890732062
2010-02-23,APPAPER,-0.2038327526132403
2008-01-21,APTECHT,-0.2543205961629935
2009-01-07,APTECHT,-0.2442933462846042
2023-07-14,APTECHT,-0.24044453676776067
2010-10-01,AQUA,-0.9001022575316605
2026-03-05,AQYLON,-0.8950281339359838
2020-02-28,ARCHIDPLY,-0.36714975845410636
2021-04-27,ARCHIDPLY,-0.21837549933422096
2010-11-02,ARCHIES,-0.7961985216473073
2018-07-24,ARCHIES,-0.27965043695380765
2021-10-12,ARCHIES,-0.32258064516129037
2022-06-21,ARCHIES,-0.2746987951807228
2024-06-10,ARCHIES,-0.32499999999999996
2017-06-22,ARCOTECH,-0.8080341272662638
2018-10-31,ARCOTECH,-0.6111111111111112
2019-06-25,ARCOTECH,-0.6319444444444444
2020-03-04,ARCOTECH,-0.42500000000000004
2020-11-10,ARCOTECH,-0.3389830508474577
2022-03-29,ARENTERP,-0.47909967845659174
2024-01-01,ARENTERP,-0.2016806722689075
2024-11-18,ARENTERP,-0.2588976377952755
2025-03-17,ARENTERP,-0.43979933110367897
2008-10-22,AREVAT&D,-0.8026535785556335
2011-12-14,AREVAT&D,-0.23833671399594325
2006-02-17,ARHAMFISCL,-0.5158730158730158
2025-03-24,ARIES,-0.26225756941537604
2009-11-20,ARIHANT,-0.32584009269988423
2011-11-21,ARIHANT,-0.2131024096385543
2018-05-22,ARIHANT,-0.3716323296354992
2022-01-04,ARIHANT,-0.2644549763033176
2022-04-12,ARIHANTCAP,-0.8028377806014401
2019-12-10,ARIHANTSUP,-0.46897374701670647
2006-02-17,ARL,-0.2407407407407408
2008-02-29,ARL,-0.4915254237288136
2008-09-26,AROGRANITE,-0.36836628511966696
2013-10-31,AROGRANITE,-0.33793103448275863
2019-04-02,ARROWGREEN,-0.2869897959183674
2019-09-17,ARROWGREEN,-0.26032409827496084
2020-05-27,ARROWGREEN,-0.34187192118226606
2008-01-15,ARROWGROUP,-0.8949689440993789
2008-12-01,ARROWGROUP,-0.43262411347517726
2009-11-20,ARROWTEX,-0.26222222222222213
2011-03-07,ARROWTEX,-0.3682634730538922
2014-03-03,ARSHIYA,-0.32463768115942027
2020-11-10,ARSHIYA,-0.2264705882352941
2023-11-07,ARSHIYA,-0.2792792792792792
2018-08-23,ARSSINFRA,-0.6011644832605532
2019-06-25,ARSSINFRA,-0.34905660377358494
2022-03-29,ARSSINFRA,-0.41647058823529415
2021-09-23,ARTEMISMED,-0.9049176356589147
2023-02-28,ARTNIRMAN,-0.3309151785714285
2024-05-27,ARTNIRMAN,-0.2984977139124755
2025-03-25,ARTNIRMAN,-0.3292248292248292
2025-10-06,ARTNIRMAN,-0.2944477259303012
2022-06-21,ARVEE,-0.43853284965739614
2023-02-28,ARVEE,-0.3147632311977715
2024-03-18,ARVEE,-0.28183495913524925
2024-09-30,ARVEE,-0.40022823606129765
2018-11-28,ARVIND,-0.6508599903552483
2008-01-21,ARVINDMILL,-0.25263157894736843
2005-09-01,ASAHIINDIA,-0.503880782365725
2015-02-16,ASAHISONG,-0.23409018228333867
2020-03-23,ASAHISONG,-0.20000000000000007
2024-12-02,ASAHISONG,-0.22537915146861198
2025-08-18,ASAHISONG,-0.3408413381914541
2022-06-21,ASAL,-0.5617260787992495
2006-03-23,ASHAPURMIN,-0.7953496324157976
2007-10-18,ASHAPURMIN,-0.5373906835623773
2008-10-23,ASHAPURMIN,-0.20000000000000007
2019-06-25,ASHAPURMIN,-0.41186736474694585
2019-12-10,ASHAPURMIN,-0.2719424460431654
2008-06-13,ASHCO,-0.2681159420289855
2009-12-08,ASHCO,-0.8930041152263375
2011-06-17,ASHCONIUL,-0.2058823529411764
2012-11-23,ASHCONIUL,-0.48275862068965514
2013-06-14,ASHCONIUL,-0.5
2013-10-24,ASHIANA,-0.7981012658227848
2006-06-12,ASHIMASYN,-0.6884210526315789
2011-03-07,ASHIMASYN,-0.37583892617449666
2011-09-06,ASHIMASYN,-0.2983870967741936
2012-06-15,ASHIMASYN,-0.29591836734693877
2013-09-05,ASHIMASYN,-0.26027397260273966
2014-03-03,ASHIMASYN,-0.2499999999999999
2015-10-30,ASHIMASYN,-0.21140939597315433
2019-04-02,ASHIMASYN,-0.29824561403508776
2013-07-03,ASHOKA,-0.6645367412140575
2018-07-12,ASHOKA,-0.3146488851844135
2024-05-27,ASHOKAMET,-0.431924882629108
2025-01-20,ASHOKAMET,-0.2549800796812749
2008-01-21,ASHOKLEY,-0.21350762527233114
2011-08-02,ASHOKLEY,-0.4966118102613746
2020-03-19,ASHOKLEY,-0.25214007782101167
2025-07-16,ASHOKLEY,-0.5033878039059387
2007-10-22,ASIANELEC,-0.5154249737670513
2013-06-17,ASIANELEC,-0.5038167938931297
2023-10-03,ASIANHOTNR,-0.28424227192761997
2013-07-30,ASIANPAINT,-0.9002090578719081
2008-02-29,ASIL,-0.4285714285714286
2009-08-21,ASIL,-0.234375
2010-02-19,ASIL,-0.22388059701492535
2011-06-17,ASIL,-0.31707317073170727
2014-03-06,ASIL,-0.36363636363636376
2025-12-02,ASMS,-0.26889168765743077
2018-11-13,ASSAMCO,-0.6344086021505377
2019-01-08,ASSAMCO,-0.2777777777777778
2024-04-23,ASTERDM,-0.22177851368462065
2011-06-17,ASTERSILI,-0.2401215805471124
2006-06-15,ASTRAIDL,-0.7799949567117761
2010-09-15,ASTRAL,-0.47728067109402306
2013-09-05,ASTRAL,-0.5567480004049813
2014-09-25,ASTRAL,-0.5239213747063913
2021-03-18,ASTRAL,-0.3010792099368764
2023-03-14,ASTRAL,-0.26198439241917504
2005-10-07,ASTRAMICRO,-0.8949757334014501
2010-12-30,ASTRAMICRO,-0.2891287586738627
2019-10-29,ASTRON,-0.20000000000000007
2024-09-02,ASTRON,-0.35169606512890095
2024-01-29,ATALREAL,-0.8333333333333333
2010-11-08,ATLANTA,-0.7987718945037245
2019-12-10,ATLANTA,-0.3457446808510638
2022-03-29,ATLANTA,-0.298342541436464
2023-01-02,ATLANTA,-0.42987249544626593
2023-03-15,ATLANTA,-0.48089887640449436
2026-01-12,ATLANTAA,-0.33441081398765804
2006-06-12,ATLASCYCLE,-0.36339610175090853
2011-09-06,ATLASCYCLE,-0.2117413429316123
2025-01-03,ATLASCYCLE,-0.8731549676837517
2025-05-19,ATLASCYCLE,-0.22169393182367636
2007-03-02,ATNINTER,-0.23529411764705876
2008-02-29,ATNINTER,-0.4901960784313725
2009-08-21,ATNINTER,-0.33333333333333326
2010-08-20,ATNINTER,-0.34545454545454546
2013-09-26,ATNINTER,-0.4285714285714285
2014-03-04,ATNINTER,-0.625
2014-03-26,ATNINTER,-0.2500000000000001
2014-08-06,ATNINTER,-0.23076923076923084
2015-02-10,ATNINTER,-0.2500000000000001
2016-11-08,ATNINTER,-0.2500000000000001
2014-09-12,ATULAUTO,-0.4793763200397565
2022-06-09,AUBANK,-0.5126147244626327
2009-03-03,AURIONPRO,-0.37475576397030086
2024-06-27,AURIONPRO,-0.47716300169432846
2008-10-08,AUROPHARMA,-0.21975992613111728
2011-02-10,AUROPHARMA,-0.7921120866123823
2015-07-20,AUROPHARMA,-0.4912911526027578
2022-06-21,AURUM,-0.30632582322357027
2021-10-12,AUSOMENT,-0.38755760368663594
2009-08-07,AUSTRAL,-0.8979846014492754
2011-03-07,AUSTRAL,-0.2359550561797753
2011-12-02,AUSTRAL,-0.2666666666666667
2012-08-31,AUSTRAL,-0.33333333333333337
2013-02-22,AUSTRAL,-0.2333333333333334
2024-03-01,AUTOIETF,-0.8974643270343232
2008-08-22,AUTOIND,-0.2578027465667916
2018-02-07,AUTOIND,-0.21619001454192932
2020-03-04,AUTOIND,-0.3396946564885496
2022-03-29,AUTOIND,-0.25339043540328343
2022-06-21,AUTOIND,-0.2197724039829303
2009-11-20,AUTOLITIND,-0.25231175693527086
2010-02-19,AUTOLITIND,-0.201995012468828
2019-07-29,AUTOLITIND,-0.26637554585152845
2019-06-27,AVADHSUGAR,-0.45002395018361807
2015-11-26,AVANTIFEED,-0.8022378152854163
2018-06-26,AVANTIFEED,-0.6166565388428695
2024-11-11,AVONMORE,-0.877613306882344
2025-07-14,AVONMORE,-0.2774524158125916
2012-06-07,AVTNPL,-0.9051047961939052
2013-09-26,AVTNPL,-0.4863813229571984
2008-12-01,AXIS-IT&T,-0.580223880597015
2014-03-03,AXIS-IT&T,-0.26363636363636367
2014-07-28,AXISBANK,-0.8009064585169332
2020-03-23,AXISBANK,-0.27910778932617075
2020-03-04,AXISCADES,-0.28268809349890434
2026-01-12,AXISCADES,-0.20119475698874845
2020-07-23,AXISGOLD,-0.9880126399670262
2026-01-30,AXISILVER,-0.20155059627964578
2026-02-02,AXISILVER,-0.2181051921780176
2020-07-23,AXISNIFTY,-0.8799789436743288
2022-10-21,AXITA,-0.8979338842975206
2021-04-27,BAFNAPH,-0.2161280758968278
2025-07-01,BAFNAPH,-0.29584996009577014
2007-08-31,BAGFILMS,-0.21312872975277064
2009-08-21,BAGFILMS,-0.27952755905511806
2012-08-31,BAGFILMS,-0.2524271844660194
2013-03-01,BAGFILMS,-0.4016393442622951
2018-10-16,BAGFILMS,-0.2440944881889764
2020-03-04,BAGFILMS,-0.23076923076923073
2021-02-02,BAGFILMS,-0.2666666666666667
2022-06-21,BAGFILMS,-0.5247524752475248
2024-08-05,BAGFILMS,-0.4229965156794425
2025-03-25,BAGFILMS,-0.3982300884955752
2006-09-07,BAGYAMETAL,-0.47785714285714287
2010-09-08,BAJAJ-AUTO,-0.5060385667578569
2011-05-05,BAJAJCORP,-0.7990539593552908
2010-01-28,BAJAJELEC,-0.7984424574560138
2020-03-23,BAJAJFINSV,-0.2586213811857758
2022-09-13,BAJAJFINSV,-0.8958603808484629
2008-01-18,BAJAJHIND,-0.20343632688420443
2008-01-21,BAJAJHIND,-0.2827623708537249
2008-01-22,BAJAJHIND,-0.2504422542330047
2008-10-10,BAJAJHIND,-0.22330729166666663
2021-10-11,BAJAJHIND,-0.2768878718535469
2016-09-08,BAJFINANCE,-0.8979400173786348
2020-03-23,BAJFINANCE,-0.23230800501371995
2025-06-16,BAJFINANCE,-0.8994748687171793
2013-03-01,BALAJITELE,-0.20582877959927137
2025-03-25,BALAJITELE,-0.24418904958677679
2010-11-18,BALAMINES,-0.8122441021641645
2024-05-30,BALAXI,-0.8079877112135176
2018-02-07,BALKRISHNA,-0.27584564078132445
2019-12-10,BALKRISHNA,-0.44612794612794615
2020-02-10,BALKRISHNA,-0.2177033492822965
2020-08-18,BALKRISHNA,-0.24242424242424232
2021-07-12,BALKRISHNA,-0.23309608540925264
2021-10-12,BALKRISHNA,-0.23973727422003288
2023-02-28,BALKRISHNA,-0.25828571428571423
2024-05-13,BALKRISHNA,-0.5653923541247485
2010-12-20,BALKRISIND,-0.8085260639454795
2017-12-21,BALKRISIND,-0.5169988043045038
2013-05-23,BALMLAWRIE,-0.43305363006202113
2016-12-26,BALMLAWRIE,-0.7751867891305383
2019-12-26,BALMLAWRIE,-0.33618455158113003
2025-01-13,BALPHARMA,-0.20408721208393132
2005-03-23,BALRAMCHIN,-0.901651376146789
2017-05-30,BANARBEADS,-0.3600654664484453
2018-02-07,BANARBEADS,-0.35779816513761464
2007-08-30,BANCOINDIA,-0.4838709677419355
2007-11-23,BANCOINDIA,-0.7807370703004026
2020-03-18,BANCOINDIA,-0.2937407589945785
2024-12-30,BANCOINDIA,-0.5482908815453081
2018-10-01,BANDHANBNK,-0.20000000000000007
2020-03-23,BANDHANBNK,-0.25021588946459405
2008-12-01,BANG,-0.26354589015849617
2013-03-01,BANG,-0.3892339544513457
2021-10-12,BANG,-0.2299794661190966
2024-04-23,BANG,-0.28360309641097814
2025-03-25,BANG,-0.41910217442132347
2015-01-22,BANKBARODA,-0.8015338239205604
2019-12-19,BANKBEES,-0.8997520497725855
2026-02-27,BANKNIFTY1,-0.900944665094862
2022-09-08,BANSWRAS,-0.5198495612202256
2006-06-12,BARTRONICS,-0.4183506280720918
2011-12-15,BARTRONICS,-0.20000000000000007
2013-06-14,BARTRONICS,-0.319047619047619
2017-03-07,BARTRONICS,-0.22405660377358494
2018-02-07,BARTRONICS,-0.21257485029940115
2018-07-24,BARTRONICS,-0.2520325203252034
2021-02-12,BASML,-0.4983541803818301
2021-09-08,BASML,-0.32420091324200917
2008-01-22,BATAINDIA,-0.22969251950435987
2015-10-07,BATAINDIA,-0.4997497611356295
2007-09-26,BATLIBOI,-0.4672872340425531
2010-02-19,BATLIBOI,-0.23420074349442388
2010-12-03,BATLIBOI,-0.23980222496909775
2024-04-24,BBL,-0.5112334331697194
2022-05-13,BBOX,-0.7600919408131016
2008-06-13,BBTC,-0.2574437182280319
2008-12-01,BBTC,-0.5903954802259888
2012-11-08,BBTC,-0.8053823432884805
2020-03-04,BCG,-0.22608695652173905
2022-03-07,BCG,-0.25391370752195486
2022-03-15,BCG,-0.37022526934378064
