symbol,date,open_interest,open_interest_usd
ALGOUSDT,2026-03-16,74336938.3,6879843.49771832
ALICEUSDT,2026-02-17,12530650.2,1435093.64034083
ALICEUSDT,2026-02-18,12422227.9,1409960.87866737
ALICEUSDT,2026-02-19,13065432.1,1397838.30876171
ALICEUSDT,2026-02-20,13179546.4,1390447.94420042
ALICEUSDT,2026-02-21,12617346.1,1366437.00696817
ALICEUSDT,2026-02-22,12666157.9,1366792.30616952
ALICEUSDT,2026-02-23,12655215.1,1328797.5855
ALICEUSDT,2026-02-24,12598542.7,1267006.58867622
ALICEUSDT,2026-02-25,12407664.6,1259363.936239
ALICEUSDT,2026-02-26,12484201.9,1298356.9976
ALICEUSDT,2026-02-27,12083846.2,1262791.53332319
ALICEUSDT,2026-02-28,28067610.3,4082099.07154412
ALICEUSDT,2026-03-01,22453825.7,2862872.20735679
ALICEUSDT,2026-03-02,24338836.7,3656468.22090053
ALICEUSDT,2026-03-03,20732890.1,2975314.0302651
ALICEUSDT,2026-03-04,16463945.0,2163867.4868326
ALICEUSDT,2026-03-05,16074116.8,2081601.6619057
ALICEUSDT,2026-03-06,15264233.3,1915646.16755903
ALICEUSDT,2026-03-07,14437480.4,1739809.65432338
ALICEUSDT,2026-03-08,14111599.6,1622833.954
ALICEUSDT,2026-03-09,14035895.3,1593059.23850098
ALICEUSDT,2026-03-10,14115115.9,1681667.0038611
ALICEUSDT,2026-03-11,13794973.9,1675967.10538125
ALICEUSDT,2026-03-12,13653587.9,1686180.4217474
ALICEUSDT,2026-03-13,14115451.1,1687480.72351933
ALICEUSDT,2026-03-14,16086186.9,1963703.0884263
ALICEUSDT,2026-03-15,14557044.4,1747328.18516275
ALICEUSDT,2026-03-16,14663860.1,1767000.27440104
APEUSDT,2026-02-17,26798388.0,3485130.3594
APEUSDT,2026-02-18,31148103.0,3940235.0295
APEUSDT,2026-02-19,45681499.0,5310437.7135508
APEUSDT,2026-02-20,63242440.0,7007262.352
APEUSDT,2026-02-21,60387176.0,6666744.2304
APEUSDT,2026-02-22,60712942.0,6581282.9128
APEUSDT,2026-02-23,61839591.0,6635388.1143
APEUSDT,2026-02-24,63474458.0,6537869.174
APEUSDT,2026-02-25,64648503.0,6561823.0545
APEUSDT,2026-02-26,62977942.0,6918164.08568578
APEUSDT,2026-02-27,65156219.0,6893527.9702
APEUSDT,2026-02-28,65947597.0,6753033.9328
APEUSDT,2026-03-01,64062942.0,6617701.9086
APEUSDT,2026-03-02,62451958.0,6292034.7685
APEUSDT,2026-03-03,64508622.0,6658523.19525264
APEUSDT,2026-03-04,64429633.0,6423634.4101
APEUSDT,2026-03-05,61512718.0,6397817.23425272
APEUSDT,2026-03-06,61137447.0,6125972.1894
APEUSDT,2026-03-07,65138957.0,6468298.4301
APEUSDT,2026-03-08,64183441.0,6069677.18428365
APEUSDT,2026-03-09,66225043.0,6165389.25194465
APEUSDT,2026-03-10,65736024.0,6156294.34300224
APEUSDT,2026-03-11,65757496.0,6171727.65367648
APEUSDT,2026-03-12,63926519.0,6162516.4316
APEUSDT,2026-03-13,63559348.0,6200502.32124644
APEUSDT,2026-03-14,62085729.0,6011381.17440852
APEUSDT,2026-03-15,62794653.0,6025257.47393928
APEUSDT,2026-03-16,61677802.0,6103660.57381882
APTUSDT,2026-02-17,32028585.5,29745828.13995125
APTUSDT,2026-02-18,32092329.1,29409410.38724
APTUSDT,2026-02-19,33845224.9,29709730.34492434
APTUSDT,2026-02-20,33643312.3,29131744.12057
APTUSDT,2026-02-21,33265419.0,29369051.45011827
APTUSDT,2026-02-22,33399946.7,29572312.80818
APTUSDT,2026-02-23,34329902.2,28850849.80888
APTUSDT,2026-02-24,32042488.9,25943446.90377486
APTUSDT,2026-02-25,32168360.1,26484210.87033
APTUSDT,2026-02-26,31150996.1,31278715.18401
APTUSDT,2026-02-27,29360401.0,28329850.9249
APTUSDT,2026-02-28,29632675.9,27706551.9665
APTUSDT,2026-03-01,29733797.6,28603172.32496381
APTUSDT,2026-03-02,30070113.7,27878603.813544
APTUSDT,2026-03-03,28746057.0,27866427.6558
APTUSDT,2026-03-04,29507031.7,29862261.83844091
APTUSDT,2026-03-05,29516018.5,29746024.43544273
APTUSDT,2026-03-06,29832312.7,29704491.08474369
APTUSDT,2026-03-07,28669215.7,27422104.81705
APTUSDT,2026-03-08,28205218.0,26462135.5276
APTUSDT,2026-03-09,27332725.2,25366349.63709832
APTUSDT,2026-03-10,27599181.3,26384702.23421398
APTUSDT,2026-03-11,27586208.8,26273105.26112
APTUSDT,2026-03-12,27755672.6,26194971.129702
APTUSDT,2026-03-13,30781354.7,28198799.04067
APTUSDT,2026-03-14,30313495.1,28297607.35890152
APTUSDT,2026-03-15,30841880.1,28371445.50399
APTUSDT,2026-03-16,31045529.9,29005838.58557
ARBUSDT,2026-02-17,213607201.6,24607549.62432
ARBUSDT,2026-02-18,223148206.1,25148802.82747
ARBUSDT,2026-02-19,226313229.9,24363318.50661539
ARBUSDT,2026-02-20,255851695.2,25040144.00481715
ARBUSDT,2026-02-21,259405550.1,25148693.62776474
ARBUSDT,2026-02-22,249984886.1,24573514.30363
ARBUSDT,2026-02-23,253172244.4,23924777.0958
ARBUSDT,2026-02-24,248674295.0,23275914.012
ARBUSDT,2026-02-25,239547712.1,22055069.22039352
ARBUSDT,2026-02-26,241930382.0,24374348.08618226
ARBUSDT,2026-02-27,249876719.8,24970280.56030192
ARBUSDT,2026-02-28,236087241.8,23688781.36369438
ARBUSDT,2026-03-01,229398868.6,22857505.13830837
ARBUSDT,2026-03-02,217856474.3,21676719.19285
ARBUSDT,2026-03-03,211868106.3,21589360.03197
ARBUSDT,2026-03-04,225176956.1,23110746.41105013
ARBUSDT,2026-03-05,220693085.1,23138418.64294248
ARBUSDT,2026-03-06,220953337.4,22715932.0073555
ARBUSDT,2026-03-07,217655124.5,21745982.25567862
ARBUSDT,2026-03-08,216823585.6,20967673.33008871
ARBUSDT,2026-03-09,220232957.7,20812014.50265
ARBUSDT,2026-03-10,218358778.9,21293651.55382331
ARBUSDT,2026-03-11,209841211.3,20639477.92456088
ARBUSDT,2026-03-12,216758405.0,21668011.1864114
ARBUSDT,2026-03-13,215851125.0,21787608.91589625
ARBUSDT,2026-03-14,220156197.8,22598020.98566012
ARBUSDT,2026-03-15,213373839.4,21539956.79564957
ARBUSDT,2026-03-16,215436999.0,22383904.1961
ARKMUSDT,2026-02-17,23070503.0,2730394.03005
ARKMUSDT,2026-02-18,23641509.0,2761328.2512
ARKMUSDT,2026-02-19,24554766.0,2741338.76591412
ARKMUSDT,2026-02-20,26489649.0,2905914.4953
ARKMUSDT,2026-02-21,25893641.0,2972589.9868
ARKMUSDT,2026-02-22,25238860.0,2830575.5025128
ARKMUSDT,2026-02-23,26573506.0,2865039.8221689
ARKMUSDT,2026-02-24,26284464.0,2795375.87672832
ARKMUSDT,2026-02-25,25798157.0,2713400.62079856
ARKMUSDT,2026-02-26,25682242.0,2966298.951
ARKMUSDT,2026-02-27,24853375.0,2716473.8875
ARKMUSDT,2026-02-28,23958038.0,2585072.3002
ARKMUSDT,2026-03-01,25988278.0,2850914.0966
ARKMUSDT,2026-03-02,26039993.0,2714686.45664538
ARKMUSDT,2026-03-03,25537936.0,2787950.935184
ARKMUSDT,2026-03-04,26120787.0,2815820.8386
ARKMUSDT,2026-03-05,25160785.0,2785298.8995
ARKMUSDT,2026-03-06,25976509.0,2786028.64679165
ARKMUSDT,2026-03-07,24941047.0,2606339.4115
ARKMUSDT,2026-03-08,25755267.0,2593555.3869
ARKMUSDT,2026-03-09,27211019.0,2696611.9829
ARKMUSDT,2026-03-10,26305191.0,2679321.27949893
ARKMUSDT,2026-03-11,25282337.0,2591439.5425
ARKMUSDT,2026-03-12,25266014.0,2695883.6938
ARKMUSDT,2026-03-13,24753052.0,2735212.246
ARKMUSDT,2026-03-14,25431027.0,2888964.6672
ARKMUSDT,2026-03-15,25814059.0,2936201.81297311
ARKMUSDT,2026-03-16,25690260.0,3025036.5927858
ATOMUSDT,2026-02-17,13069522.45,29955345.4554
ATOMUSDT,2026-02-18,13239053.74,29655480.3776
ATOMUSDT,2026-02-19,14079684.31,32980349.11437837
ATOMUSDT,2026-02-20,13973190.75,31984633.62675
ATOMUSDT,2026-02-21,13284486.98,31303892.8479658
ATOMUSDT,2026-02-22,13167604.63,30450085.706875
ATOMUSDT,2026-02-23,13479977.02,30289508.36394
ATOMUSDT,2026-02-24,13403229.67,28391599.26660198
ATOMUSDT,2026-02-25,13665319.3,27197043.84211253
ATOMUSDT,2026-02-26,12486503.3,24136410.8789
ATOMUSDT,2026-02-27,15286237.76,28670657.96833631
ATOMUSDT,2026-02-28,14456967.33,26702018.65851
ATOMUSDT,2026-03-01,14432210.27,26641860.15842
ATOMUSDT,2026-03-02,14999828.25,26939691.537
ATOMUSDT,2026-03-03,14847270.72,27348672.66624
ATOMUSDT,2026-03-04,14759949.1,26759787.7183
ATOMUSDT,2026-03-05,14577032.23,27375152.83332422
ATOMUSDT,2026-03-06,14350218.93,26377678.56198885
ATOMUSDT,2026-03-07,14401763.36,26050937.70745427
ATOMUSDT,2026-03-08,14281458.89,25463841.20087
ATOMUSDT,2026-03-09,15162789.44,26300754.5561638
ATOMUSDT,2026-03-10,14973352.83,26061565.45892758
ATOMUSDT,2026-03-11,14511406.23,25931882.93301
ATOMUSDT,2026-03-12,14110351.11,25963046.0424
ATOMUSDT,2026-03-13,13902230.49,25538397.41013
ATOMUSDT,2026-03-14,13517378.32,25145455.78693053
ATOMUSDT,2026-03-15,13518419.68,25265926.38192
ATOMUSDT,2026-03-16,13297623.4,24733579.524
AVAXUSDT,2026-02-17,7429102.0,68795132.74056973
AVAXUSDT,2026-02-18,7466313.0,68204769.255
AVAXUSDT,2026-02-19,7865601.0,69629416.63908423
AVAXUSDT,2026-02-20,7868747.0,69992504.565
AVAXUSDT,2026-02-21,7514129.0,68867934.70705917
AVAXUSDT,2026-02-22,7756653.0,70678622.136
AVAXUSDT,2026-02-23,7424431.0,65876976.263
AVAXUSDT,2026-02-24,8636803.0,72207920.91881949
AVAXUSDT,2026-02-25,8354994.0,69170995.326
AVAXUSDT,2026-02-26,8911122.0,84798236.952
AVAXUSDT,2026-02-27,8874347.0,82549175.794
AVAXUSDT,2026-02-28,8163755.0,73045775.93799154
AVAXUSDT,2026-03-01,7956163.0,72895725.98943463
AVAXUSDT,2026-03-02,7986250.0,72114946.713675
AVAXUSDT,2026-03-03,8229064.0,75460516.88
AVAXUSDT,2026-03-04,8212302.0,75347870.85
AVAXUSDT,2026-03-05,9023075.0,85680057.768345
AVAXUSDT,2026-03-06,8759435.0,82166145.21139824
AVAXUSDT,2026-03-07,8284195.0,74665449.535
AVAXUSDT,2026-03-08,8201243.0,73007465.186
AVAXUSDT,2026-03-09,8074986.0,71142039.54030041
AVAXUSDT,2026-03-10,8454290.0,78286725.4
AVAXUSDT,2026-03-11,9172097.0,87395180.94474761
AVAXUSDT,2026-03-12,8767082.0,83716866.018
AVAXUSDT,2026-03-13,8593952.0,83129297.696
AVAXUSDT,2026-03-14,8425311.0,81851896.365
AVAXUSDT,2026-03-15,8246673.0,80227287.06560478
AVAXUSDT,2026-03-16,8217842.0,81745040.26843752
AXSUSDT,2026-02-17,19906446.0,27081999.36871926
AXSUSDT,2026-02-18,20163163.0,27111175.84516709
AXSUSDT,2026-02-19,20138291.0,25803019.67314613
AXSUSDT,2026-02-20,20986154.0,26327459.88547934
AXSUSDT,2026-02-21,20832168.0,27623454.768
AXSUSDT,2026-02-22,19756898.0,26325329.05999766
AXSUSDT,2026-02-23,19869209.0,25889579.327
AXSUSDT,2026-02-24,19007037.0,23337915.25668309
AXSUSDT,2026-02-25,18617431.0,23327641.043
AXSUSDT,2026-02-26,17060572.0,23582498.89474324
AXSUSDT,2026-02-27,17532214.0,23791214.398
AXSUSDT,2026-02-28,16576359.0,21491565.22313895
AXSUSDT,2026-03-01,16396031.0,21568493.13006178
AXSUSDT,2026-03-02,15783344.0,19918580.128
AXSUSDT,2026-03-03,15318801.0,19148501.25
AXSUSDT,2026-03-04,16224055.0,19712226.825
AXSUSDT,2026-03-05,16397175.0,20020911.6497235
AXSUSDT,2026-03-06,16998457.0,20636126.798
AXSUSDT,2026-03-07,16620854.0,19172582.41115634
AXSUSDT,2026-03-08,16486726.0,18308273.62768546
AXSUSDT,2026-03-09,16206772.0,18022044.7217426
AXSUSDT,2026-03-10,15639426.0,17306537.9834655
AXSUSDT,2026-03-11,15707052.0,17639019.396
AXSUSDT,2026-03-12,15414596.0,17347586.3384
AXSUSDT,2026-03-13,14926843.0,16930386.41093217
AXSUSDT,2026-03-14,14595380.0,16857663.9
AXSUSDT,2026-03-15,16093707.0,19887494.89793598
AXSUSDT,2026-03-16,15137657.0,18785832.337
BANDUSDT,2026-02-17,5496390.5,1394709.089375
BANDUSDT,2026-02-18,5464839.5,1346809.694775
BANDUSDT,2026-02-19,5821738.9,1338417.77311
BANDUSDT,2026-02-20,5943738.4,1400344.76704
BANDUSDT,2026-02-21,5784266.4,1379836.74972
BANDUSDT,2026-02-22,6044077.9,1407665.74291
BANDUSDT,2026-02-23,6339243.9,1371812.37996
BANDUSDT,2026-02-24,6578001.4,1339192.01890104
BANDUSDT,2026-02-25,6570365.3,1327870.82713
BANDUSDT,2026-02-26,6337276.2,1362515.52370972
BANDUSDT,2026-02-27,6016791.7,1263650.1427411
BANDUSDT,2026-02-28,6106572.7,1267650.78618751
BANDUSDT,2026-03-01,6000392.8,1295835.94850666
BANDUSDT,2026-03-02,5755832.3,1182644.30103218
BANDUSDT,2026-03-03,5977938.6,1237310.20444423
BANDUSDT,2026-03-04,5882074.9,1212883.84438
BANDUSDT,2026-03-05,5835409.2,1246443.40512
BANDUSDT,2026-03-06,5737779.8,1196327.0883
BANDUSDT,2026-03-07,6045742.8,1245707.22716903
BANDUSDT,2026-03-08,6176074.8,1291417.24068
BANDUSDT,2026-03-09,6183395.9,1277038.94704681
BANDUSDT,2026-03-10,6003631.5,1265166.4588142
BANDUSDT,2026-03-11,5891720.8,1287340.9948
BANDUSDT,2026-03-12,6695011.6,1576946.11196934
BANDUSDT,2026-03-13,6087317.4,1437215.63814
BANDUSDT,2026-03-14,5454094.7,1267893.59654524
BANDUSDT,2026-03-15,5040652.3,1175732.148975
BANDUSDT,2026-03-16,5051853.2,1182622.5671527
BATUSDT,2026-02-17,19486585.4,2508897.87025
BATUSDT,2026-02-18,19359317.3,2476056.68267
BATUSDT,2026-02-19,19633180.5,2401137.97515
BATUSDT,2026-02-20,20094734.3,2410839.22259322
BATUSDT,2026-02-21,19630485.7,2395900.779685
BATUSDT,2026-02-22,19908575.6,2403372.00620526
BATUSDT,2026-02-23,19855609.7,2326084.676355
BATUSDT,2026-02-24,19487536.1,2268349.20204
BATUSDT,2026-02-25,20425498.5,2390514.35309132
BATUSDT,2026-02-26,20734380.7,2550230.54513548
BATUSDT,2026-02-27,22862929.4,2599753.76176294
BATUSDT,2026-02-28,25435827.7,2717818.189745
BATUSDT,2026-03-01,23864789.2,2534440.61304
BATUSDT,2026-03-02,23233369.1,2345459.25938964
BATUSDT,2026-03-03,23238164.6,2423740.56778
BATUSDT,2026-03-04,22423489.7,2332042.9288
BATUSDT,2026-03-05,22147227.5,2315492.635125
BATUSDT,2026-03-06,22910037.3,2341405.81206
BATUSDT,2026-03-07,23391715.4,2301744.79536
BATUSDT,2026-03-08,22998993.0,2251601.4147
BATUSDT,2026-03-09,23858725.5,2276122.4127
BATUSDT,2026-03-10,22630936.4,2155656.21146273
BATUSDT,2026-03-11,22854493.7,2191745.94583
BATUSDT,2026-03-12,22746648.9,2204150.27841
BATUSDT,2026-03-13,21996351.6,2142444.64584
BATUSDT,2026-03-14,21877606.4,2136321.79305626
BATUSDT,2026-03-15,22065450.5,2173446.87425
BATUSDT,2026-03-16,21922335.1,2216348.07861
BNBUSDT,2026-02-17,501044.34,314257620.5140636
BNBUSDT,2026-02-18,495839.95,306285295.5145
BNBUSDT,2026-02-19,507425.85,306718754.6302592
BNBUSDT,2026-02-20,502878.18,305528667.0408
BNBUSDT,2026-02-21,503426.28,315190159.6452
BNBUSDT,2026-02-22,504896.53,316017790.96872175
BNBUSDT,2026-02-23,500035.58,307466877.7862
BNBUSDT,2026-02-24,494197.33,294665814.1237012
BNBUSDT,2026-02-25,496720.47,289786722.198
BNBUSDT,2026-02-26,509486.65,320869964.76565146
BNBUSDT,2026-02-27,500740.24,313452301.36741483
BNBUSDT,2026-02-28,494050.43,303361785.5329
BNBUSDT,2026-03-01,487229.92,300693945.128
BNBUSDT,2026-03-02,492201.39,304240013.2225039
BNBUSDT,2026-03-03,517311.26,329934930.7675733
BNBUSDT,2026-03-04,509006.59,322461665.7929246
BNBUSDT,2026-03-05,517754.32,340723762.9056
BNBUSDT,2026-03-06,497537.04,322394328.63073033
BNBUSDT,2026-03-07,506142.93,317478152.8425
BNBUSDT,2026-03-08,510981.97,316894264.81066906
BNBUSDT,2026-03-09,502840.23,307639950.42734575
BNBUSDT,2026-03-10,507369.9,321969635.64031255
BNBUSDT,2026-03-11,505821.66,324681865.3374
BNBUSDT,2026-03-12,525942.02,342749147.30902994
BNBUSDT,2026-03-13,520841.66,339522746.2333545
BNBUSDT,2026-03-14,517518.81,339406656.6066314
BNBUSDT,2026-03-15,515352.18,338903798.86111134
BNBUSDT,2026-03-16,513904.25,346427993.9675
BNTUSDT,2026-02-17,3592477.0,1051309.22313676
BNTUSDT,2026-02-18,3616248.0,1036778.3016
BNTUSDT,2026-02-19,3995638.0,1133230.98251514
BNTUSDT,2026-02-20,3947068.0,1118079.36075644
BNTUSDT,2026-02-21,3841072.0,1110838.0224
BNTUSDT,2026-02-22,3956595.0,1133168.808
BNTUSDT,2026-02-23,3866044.0,1087518.1772
BNTUSDT,2026-02-24,3902081.0,1060975.8239
BNTUSDT,2026-02-25,3788705.0,1038105.17
BNTUSDT,2026-02-26,3880483.0,1145686.72292839
BNTUSDT,2026-02-27,3685734.0,1073070.19907568
BNTUSDT,2026-02-28,3789691.0,1054454.87922227
BNTUSDT,2026-03-01,4051725.0,1166086.455
BNTUSDT,2026-03-02,3850523.0,1080841.8061
BNTUSDT,2026-03-03,4020435.0,1167459.7851351
BNTUSDT,2026-03-04,4071052.0,1167170.6084
BNTUSDT,2026-03-05,4002888.0,1204656.61456056
BNTUSDT,2026-03-06,3672806.0,1089668.43142524
BNTUSDT,2026-03-07,3644491.0,1030540.58391497
BNTUSDT,2026-03-08,3691472.0,1032873.8656
BNTUSDT,2026-03-09,3525432.0,965968.368
BNTUSDT,2026-03-10,3512583.0,994576.91719104
BNTUSDT,2026-03-11,3354341.0,961018.6965
BNTUSDT,2026-03-12,3382589.0,988392.5058
BNTUSDT,2026-03-13,3355043.0,983027.599
BNTUSDT,2026-03-14,3761030.0,1134385.4328989
BNTUSDT,2026-03-15,3384360.0,1011215.0565468
BNTUSDT,2026-03-16,3305334.0,1010440.6038
BTCUSDT,2026-02-17,75734.731,5215287408.1794405
BTCUSDT,2026-02-18,79067.561,5335154839.2799
BTCUSDT,2026-02-19,80180.36,5327423387.564345
BTCUSDT,2026-02-20,80783.175,5410372362.45
BTCUSDT,2026-02-21,80199.657,5452680747.034957
BTCUSDT,2026-02-22,80844.246,5494674778.297016
BTCUSDT,2026-02-23,78625.705,5316159105.0175
BTCUSDT,2026-02-24,79623.121,5146082716.079162
BTCUSDT,2026-02-25,79798.787,5109292895.0064
BTCUSDT,2026-02-26,80112.54,5443964929.053371
BTCUSDT,2026-02-27,79068.239,5333010397.7198
BTCUSDT,2026-02-28,79180.596,5213380080.169036
BTCUSDT,2026-03-01,77361.251,5179889735.565613
BTCUSDT,2026-03-02,77832.776,5116796743.7384
BTCUSDT,2026-03-03,82214.751,5656522855.3518
BTCUSDT,2026-03-04,79135.725,5404964066.263987
BTCUSDT,2026-03-05,91427.871,6643426773.967079
BTCUSDT,2026-03-06,83431.399,5911950970.558959
BTCUSDT,2026-03-07,83334.539,5674898107.464616
BTCUSDT,2026-03-08,83750.58,5630727369.618
BTCUSDT,2026-03-09,82092.11,5412771325.09
BTCUSDT,2026-03-10,81593.011,5580886459.353488
BTCUSDT,2026-03-11,80589.962,5633753832.235856
BTCUSDT,2026-03-12,82660.243,5798607780.4257
BTCUSDT,2026-03-13,84271.193,5940047298.446629
BTCUSDT,2026-03-14,83154.167,5895264561.9652
BTCUSDT,2026-03-15,83494.763,5942689659.6672
BTCUSDT,2026-03-16,83090.614,6047235178.1832
CAKEUSDT,2026-02-17,5782215.0,7684563.735
CAKEUSDT,2026-02-18,5577173.0,7267614.1363
CAKEUSDT,2026-02-19,5736119.0,7276866.9495474
CAKEUSDT,2026-02-20,5949543.0,7450293.56541348
CAKEUSDT,2026-02-21,6074480.0,7872911.6272456
CAKEUSDT,2026-02-22,5993513.0,7920427.4295
CAKEUSDT,2026-02-23,5593528.0,7204464.064
CAKEUSDT,2026-02-24,6215789.0,7553426.7928
CAKEUSDT,2026-02-25,6651595.0,7951981.8225
CAKEUSDT,2026-02-26,6467704.0,8594285.0752
CAKEUSDT,2026-02-27,6298941.0,8247203.4513
CAKEUSDT,2026-02-28,6426217.0,8334160.8273
CAKEUSDT,2026-03-01,5788169.0,7577870.8548
CAKEUSDT,2026-03-02,5650024.0,7344044.36680816
